,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
16,"You Belong With Me (Taylor’s Version)","Taylor Swift",3056100,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA
17,"Blinding Lights","The Weeknd",3041261,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
18,"Love Story (Taylor’s Version)","Taylor Swift",3001439,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
19,"deja vu","Olivia Rodrigo",2906949,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
20,"Hold On","Justin Bieber",2903499,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
21,"The Business",Tiësto,2895740,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
22,Up,"Cardi B",2786144,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
23,DÁKITI,"Bad Bunny",2759766,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
24,"Fifteen (Taylor’s Version)","Taylor Swift",2612908,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5
25,"Calling My Phone","Lil Tjay",2504550,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
26,"Hey Stephen (Taylor’s Version)","Taylor Swift",2301805,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT
27,"WITHOUT YOU","The Kid LAROI",2292664,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
28,"White Horse (Taylor’s Version)","Taylor Swift",2259615,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3
29,"The Way I Loved You (Taylor’s Version)","Taylor Swift",2235324,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M
30,"Mood (feat. iann dior)",24kGoldn,2216560,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
31,Streets,"Doja Cat",2201654,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
32,Bandido,"Myke Towers",2199557,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
33,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Taylor Swift",2117072,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs
34,Arcade,"Duncan Laurence",2002641,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
35,"Your Love (9PM)",ATB,2001827,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
36,"Forever & Always (Taylor’s Version)","Taylor Swift",1986220,https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU
37,"Shy Away","Twenty One Pilots",1980918,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
38,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1950844,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
39,"Watermelon Sugar","Harry Styles",1925406,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
40,"Heat Waves","Glass Animals",1921542,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
41,"X Gon' Give It To Ya",DMX,1917579,https://open.spotify.com/track/1zzxoZVylsna2BQB65Ppcb
42,"Tell Me Why (Taylor’s Version)","Taylor Swift",1877863,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7
43,911,Sech,1861468,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
44,"You’re Not Sorry (Taylor’s Version)","Taylor Swift",1847591,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8
45,"Goosebumps - Remix","Travis Scott",1843949,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
46,Dynamite,BTS,1841626,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
47,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",1840308,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO
48,"LA NOCHE DE ANOCHE","Bad Bunny",1839658,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
49,"Ella No Es Tuya - Remix","Rochy RD",1779192,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
50,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1770510,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
51,"We're Good","Dua Lipa",1747319,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
52,"Someone You Loved","Lewis Capaldi",1747287,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
53,Anyone,"Justin Bieber",1732419,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
54,"Otra Noche Sin Ti","J Balvin",1715087,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
55,"Good Days",SZA,1706007,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
56,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1696247,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
57,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1694019,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
58,"Don't Start Now","Dua Lipa",1676061,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
59,positions,"Ariana Grande",1655457,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
60,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","Taylor Swift",1630024,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P
61,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1622455,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
62,"Best Friend (feat. Doja Cat)",Saweetie,1619773,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
63,"The Best Day (Taylor’s Version)","Taylor Swift",1587071,https://open.spotify.com/track/6ON9UuIq49xXY9GPmHIYRp
64,"Head & Heart (feat. MNEK)","Joel Corry",1582459,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
65,"What’s Next",Drake,1580365,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
66,"We Were Happy (Taylor’s Version) (From The Vault)","Taylor Swift",1565450,https://open.spotify.com/track/34V9RiEPe8MNdU32qJsJa1
67,"Paradise (feat. Dermot Kennedy)",MEDUZA,1564204,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
68,"Hecha Pa' Mi",Boza,1562011,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
69,"Don’t You (Taylor’s Version) (From The Vault)","Taylor Swift",1508504,https://open.spotify.com/track/4uuEGH5SVuzkkSFjo2DEiY
70,"Change (Taylor’s Version)","Taylor Swift",1494776,https://open.spotify.com/track/3ExweHKZF9B752DPQByRVT
71,"Holy (feat. Chance The Rapper)","Justin Bieber",1484494,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
72,"Jump Then Fall (Taylor’s Version)","Taylor Swift",1461585,https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm
73,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1447731,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
74,"As I Am (feat. Khalid)","Justin Bieber",1446686,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
75,Whoopty,CJ,1441872,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
76,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1420245,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
77,"GIRL LIKE ME","Black Eyed Peas",1410918,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
78,Runaway,AURORA,1400825,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
79,"Forever & Always (Piano Version) (Taylor’s Version)","Taylor Swift",1376438,https://open.spotify.com/track/01QdEx6kFr78ZejhQtWR5m
80,"My Head & My Heart","Ava Max",1372686,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
81,"Bye Bye Baby (Taylor’s Version) (From The Vault)","Taylor Swift",1369042,https://open.spotify.com/track/4qUijfYU8EoIWiY6oSyrgT
82,"Untouchable (Taylor’s Version)","Taylor Swift",1362212,https://open.spotify.com/track/0tQ9vBYpldCuikPsbgOVKA
83,"you broke me first","Tate McRae",1360998,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
84,"Dance Monkey","Tones And I",1357279,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
85,34+35,"Ariana Grande",1354253,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
86,"Ruff Ryders' Anthem",DMX,1351779,https://open.spotify.com/track/1BKT2I9x4RGKaKqW4up34s
87,"Today Was A Fairytale (Taylor’s Version)","Taylor Swift",1349288,https://open.spotify.com/track/2JoJrsEV15OzbijS47lids
88,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1347124,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
89,"What You Know Bout Love","Pop Smoke",1344336,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
90,"Sweater Weather","The Neighbourhood",1341963,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
91,"WAP (feat. Megan Thee Stallion)","Cardi B",1304519,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
92,"Roses - Imanbek Remix","SAINt JHN",1301781,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
93,"On The Ground",ROSÉ,1298861,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
94,SugarCrash!,ElyOtto,1287678,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
95,BED,"Joel Corry",1287259,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
96,"Film out",BTS,1285473,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
97,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1243926,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
98,"Come In With The Rain (Taylor’s Version)","Taylor Swift",1235904,https://open.spotify.com/track/1n2wszmJyVkw6FHqyLnQsY
99,"Wants and Needs (feat. Lil Baby)",Drake,1197438,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
100,"EL MAKINON","KAROL G",1193136,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
101,"Lonely (with benny blanco)","Justin Bieber",1188974,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
102,HOLIDAY,"Lil Nas X",1179682,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
103,"Before You Go","Lewis Capaldi",1172465,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
104,"The Other Side Of The Door (Taylor’s Version)","Taylor Swift",1171822,https://open.spotify.com/track/1cSFlSBdpT4F5vb1frQ231
105,BICHOTA,"KAROL G",1169250,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
106,Reloj,"Rauw Alejandro",1159745,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
107,"Superstar (Taylor’s Version)","Taylor Swift",1158077,https://open.spotify.com/track/51A8eKvvZz9uydvIZ7xRSV
108,"Talking to the Moon","Bruno Mars",1151982,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
109,"Therefore I Am","Billie Eilish",1151598,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
110,"Party Up",DMX,1149603,https://open.spotify.com/track/0LWkaEyQRkF0XAms8Bg1fC
111,"lovely (with Khalid)","Billie Eilish",1133925,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
112,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1127607,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
113,Circles,"Post Malone",1122801,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
114,Hawái,Maluma,1120825,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
115,"Disco Arranhado - Funk Remix",Malu,1104731,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
116,"Travesuras - Remix","Nio Garcia",1102372,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
117,Heather,"Conan Gray",1096964,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
118,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1071823,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
119,"BANKROLL (feat. A$AP Rocky & A$AP Ferg)",BROCKHAMPTON,1059600,https://open.spotify.com/track/3MK6OsCb4VJGdPxvXjW8Q9
120,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",1059325,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
121,"Where The Hood At",DMX,1058527,https://open.spotify.com/track/6RUpJeXT6U4SPEafnr9Wr7
122,Shallow,"Lady Gaga",1056104,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
123,Señorita,"Shawn Mendes",1053037,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
124,"Martin & Gina","Polo G",1051646,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
125,goosebumps,"Travis Scott",1025783,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
126,Believer,"Imagine Dragons",1021712,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
127,"La Nota","Manuel Turizo",1021263,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
128,Goosebumps,HVME,1012501,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
129,"Cloud 9","Beach Bunny",1008261,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
130,"death bed (coffee for your head)",Powfu,1004570,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
131,"Adore You","Harry Styles",1001826,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
132,"Slumber Party (feat. Princess Nokia)",Ashnikko,998945,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
133,"Machu Picchu",Camilo,998322,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
134,"Follow You","Imagine Dragons",998072,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
135,Memories,"Maroon 5",996134,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
136,"bad guy","Billie Eilish",992208,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
137,"Lucid Dreams","Juice WRLD",990183,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
138,"No Te Enamores - Remix",Milly,989726,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
139,"At My Worst","Pink Sweat$",986366,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
140,"Cover Me In Sunshine",P!nk,981418,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
141,"Breaking Me",Topic,969487,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
142,"The Box","Roddy Ricch",964415,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
143,"Laugh Now Cry Later (feat. Lil Durk)",Drake,963846,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
144,"Savage Love (Laxed - Siren Beat)","Jawsh 685",962784,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
145,"Take Me To Church",Hozier,961066,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
146,"Leere Hände (feat. Sido & Samra)",SANTOS,959124,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
147,"Wasted Love (feat. Lagique)",Ofenbach,952649,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
148,"Tapão Na Raba","Raí Saia Rodada",951651,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
149,"Shape of You","Ed Sheeran",949440,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
150,"Say You Won't Let Go","James Arthur",929566,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
151,Golden,"Harry Styles",926609,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
152,"The Hills","The Weeknd",925903,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
153,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",925170,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
154,Perfect,"Ed Sheeran",923730,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
155,"Blueberry Faygo","Lil Mosey",923329,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
156,Am,"Nio Garcia",922506,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
157,"TE MUDASTE","Bad Bunny",921176,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
158,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",918787,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
159,"Bohemian Rhapsody - Remastered 2011",Queen,914625,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
160,"Dreams - 2004 Remaster","Fleetwood Mac",906580,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
161,"HIGHEST IN THE ROOM","Travis Scott",891735,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
162,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",891708,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
163,LOCATION,"KAROL G",888254,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
164,"Ride It",Regard,884465,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
165,"Somebody That I Used To Know",Gotye,884241,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
166,Dior,"Pop Smoke",882130,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
167,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,876368,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
168,"Just the Way You Are","Bruno Mars",875554,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
169,"Break My Heart","Dua Lipa",874921,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
170,"Another One Bites The Dust - Remastered 2011",Queen,867424,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
171,willow,"Taylor Swift",862937,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
172,"KIDS FROM THE BLOCK",Luciano,861845,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
173,"Facas - Ao Vivo","Diego & Victor Hugo",859191,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
174,"All of Me","John Legend",859144,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
175,"Life Is Good (feat. Drake)",Future,857729,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
176,"7 rings","Ariana Grande",857038,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
177,WACHA,KHEA,848133,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
178,"Daddy Issues","The Neighbourhood",845390,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
179,"Rain On Me (with Ariana Grande)","Lady Gaga",842869,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
180,"Every Breath You Take","The Police",834843,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
181,"Do I Wanna Know?","Arctic Monkeys",834655,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
182,"Life Goes On",BTS,834482,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
183,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",831955,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
184,"Ele É Ele, Eu Sou Eu","Wesley Safadão",831135,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
185,PROBLEMA,"Daddy Yankee",830973,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
186,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",830180,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
187,"Mr. Brightside","The Killers",828478,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
188,"SICKO MODE","Travis Scott",820519,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
189,"Fan de Tus Fotos","Nicky Jam",819107,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
190,"Wishing Well","Juice WRLD",819018,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
191,"Jocelyn Flores",XXXTENTACION,815772,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
192,"Counting Stars",OneRepublic,808853,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
193,"Come & Go (with Marshmello)","Juice WRLD",804473,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
194,Falling,"Harry Styles",801880,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
195,"Godzilla (feat. Juice WRLD)",Eminem,801339,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
196,Riptide,"Vance Joy",800878,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
197,"Chica Ideal","Sebastian Yatra",798681,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
198,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",797134,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
199,"Bubblegum Bitch",MARINA,793846,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
200,"POPSTAR (feat. Drake)","DJ Khaled",793697,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
