,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,"LA NOCHE DE ANOCHE","Bad Bunny",1653273,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
36,"Goosebumps - Remix","Travis Scott",1636645,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
37,"Don't Start Now","Dua Lipa",1576863,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
38,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1536109,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
39,"Solid (feat. Drake)","Young Stoner Life",1523727,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
40,"We're Good","Dua Lipa",1489847,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
41,"EL MAKINON","KAROL G",1478907,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
42,Anyone,"Justin Bieber",1468236,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
43,"Good Days",SZA,1448309,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
44,"Head & Heart (feat. MNEK)","Joel Corry",1442559,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
45,"Best Friend (feat. Doja Cat)",Saweetie,1439333,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
46,positions,"Ariana Grande",1432482,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
47,"Talking to the Moon","Bruno Mars",1403368,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
48,"Ella No Es Tuya - Remix","Rochy RD",1402775,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
49,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1387831,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
50,"Hecha Pa' Mi",Boza,1354270,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
51,BED,"Joel Corry",1354161,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
52,"Paradise (feat. Dermot Kennedy)",MEDUZA,1336087,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
53,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1328126,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
54,"Sweater Weather","The Neighbourhood",1319073,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
55,"you broke me first","Tate McRae",1284261,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
56,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1280391,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
57,"Wants and Needs (feat. Lil Baby)",Drake,1273471,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
58,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1248839,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
59,"My Head & My Heart","Ava Max",1242967,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
60,34+35,"Ariana Grande",1225931,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
61,"Dance Monkey","Tones And I",1222396,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
62,"GIRL LIKE ME","Black Eyed Peas",1184997,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
63,"Cover Me In Sunshine",P!nk,1165759,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
64,"What’s Next",Drake,1164317,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
65,"Roses - Imanbek Remix","SAINt JHN",1157220,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
66,"Before You Go","Lewis Capaldi",1154796,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
67,"Holy (feat. Chance The Rapper)","Justin Bieber",1151684,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
68,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",1150962,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
69,Whoopty,CJ,1140582,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
70,"WAP (feat. Megan Thee Stallion)","Cardi B",1101678,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
71,"Pareja Del Año","Sebastian Yatra",1096312,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
72,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1088925,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
73,"lovely (with Khalid)","Billie Eilish",1085322,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
74,Heather,"Conan Gray",1070911,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
75,"Another Love","Tom Odell",1069789,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
76,"Therefore I Am","Billie Eilish",1068779,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
77,Circles,"Post Malone",1046654,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
78,"What You Know Bout Love","Pop Smoke",1044520,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
79,"Disco Arranhado - Funk Remix",Malu,1042664,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
80,Reloj,"Rauw Alejandro",1042040,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
81,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1028414,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
82,"Lonely (with benny blanco)","Justin Bieber",1026088,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
83,"Martin & Gina","Polo G",1025370,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
84,Shallow,"Lady Gaga",1017810,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
85,Hawái,Maluma,1000694,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
86,"On The Ground",ROSÉ,998562,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
87,"Prisoner (feat. Dua Lipa)","Miley Cyrus",992117,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
88,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",988542,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
89,Señorita,"Shawn Mendes",987587,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
90,Levitating,"Dua Lipa",987549,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
91,"Otra Noche Sin Ti","J Balvin",982854,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
92,BICHOTA,"KAROL G",979522,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
93,Believer,"Imagine Dragons",970611,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
94,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",968150,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
95,"Slumber Party (feat. Princess Nokia)",Ashnikko,965430,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
96,Memories,"Maroon 5",961332,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
97,"As I Am (feat. Khalid)","Justin Bieber",951006,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
98,"Follow You","Imagine Dragons",949970,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
99,"Liberdade (Quando o Grave Bate Forte)",Alok,948730,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
100,"Volta Bebê, Volta Neném","Dj Guuga",945324,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
101,"Adore You","Harry Styles",945036,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
102,"Cloud 9","Beach Bunny",944522,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
103,"death bed (coffee for your head)",Powfu,943910,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
104,"Take Me To Church",Hozier,937519,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
105,goosebumps,"Travis Scott",935656,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
106,"Say You Won't Let Go","James Arthur",927668,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
107,"bad guy","Billie Eilish",923696,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
108,"Lucid Dreams","Juice WRLD",922568,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
109,"Wasted Love (feat. Lagique)",Ofenbach,917415,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
110,Ski,"Young Stoner Life",915413,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
111,"Shape of You","Ed Sheeran",907091,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,"Tapão Na Raba","Raí Saia Rodada",905558,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
113,SugarCrash!,ElyOtto,900551,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
114,"TE MUDASTE","Bad Bunny",899029,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
115,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",897229,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
116,HOLIDAY,"Lil Nas X",892632,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
117,Perfect,"Ed Sheeran",883455,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
118,"La Nota","Manuel Turizo",879422,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
119,"At My Worst","Pink Sweat$",874318,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
120,"Breaking Me",Topic,872498,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
121,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",868405,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
122,"The Hills","The Weeknd",864812,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
123,"Just the Way You Are","Bruno Mars",858548,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
124,"Facas - Ao Vivo","Diego & Victor Hugo",856916,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
125,"Film out",BTS,856222,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
126,"The Box","Roddy Ricch",853187,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
127,"No Te Enamores - Remix",Milly,851025,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
128,Golden,"Harry Styles",847613,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
129,"Daddy Issues","The Neighbourhood",847568,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
130,"Laugh Now Cry Later (feat. Lil Durk)",Drake,845603,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
131,"Travesuras - Remix","Nio Garcia",844809,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
132,"Savage Love (Laxed - Siren Beat)","Jawsh 685",844462,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
133,"Machu Picchu",Camilo,843274,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
134,"All of Me","John Legend",842800,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
135,"Somebody That I Used To Know",Gotye,841006,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
136,You,Regard,836834,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
137,"Break My Heart","Dua Lipa",835833,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
138,"The Nights",Avicii,832785,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
139,"Dreams - 2004 Remaster","Fleetwood Mac",824839,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
140,"Bohemian Rhapsody - Remastered 2011",Queen,822693,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
141,"Love Story (Taylor’s Version)","Taylor Swift",819665,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
142,"Blueberry Faygo","Lil Mosey",817225,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
143,"HIGHEST IN THE ROOM","Travis Scott",814601,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
144,"7 rings","Ariana Grande",813149,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
145,Falling,"Harry Styles",807958,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
146,"Shy Away","Twenty One Pilots",807578,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
147,"Do I Wanna Know?","Arctic Monkeys",807053,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
148,Goosebumps,HVME,805777,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
149,"Ele É Ele, Eu Sou Eu","Wesley Safadão",799151,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
150,Body,"Russ Millions",798613,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
151,"Rain On Me (with Ariana Grande)","Lady Gaga",795102,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
152,"Ride It",Regard,785484,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
153,Yellow,Coldplay,785001,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
154,"Diamonds Dancing (feat. Travis Scott)","Young Stoner Life",781231,https://open.spotify.com/track/7uZqvqXzzYMKrexKxdcGmd
155,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",780393,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
156,Dior,"Pop Smoke",778456,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
157,"Life Is Good (feat. Drake)",Future,777632,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
158,"If the World Was Ending - feat. Julia Michaels","JP Saxe",773543,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
159,Riptide,"Vance Joy",771701,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
160,"Jocelyn Flores",XXXTENTACION,771075,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
161,"Bubblegum Bitch",MARINA,770439,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
162,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",768617,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
163,Aloha,Maluma,768475,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
164,"Another One Bites The Dust - Remastered 2011",Queen,766684,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
165,"Every Breath You Take","The Police",764608,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
166,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",763753,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
167,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",762721,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
168,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",761876,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
169,"Put Your Records On","Ritt Momney",759432,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
170,"Counting Stars",OneRepublic,757381,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
171,Closer,"The Chainsmokers",755692,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
172,LOCATION,"KAROL G",752726,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
173,"SICKO MODE","Travis Scott",752389,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
174,"Come & Go (with Marshmello)","Juice WRLD",752362,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
175,"Wishing Well","Juice WRLD",746822,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
176,"Train Wreck","James Arthur",746426,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
177,"my ex's best friend (with blackbear)","Machine Gun Kelly",742586,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
178,"Godzilla (feat. Juice WRLD)",Eminem,741268,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
179,"Life Goes On",BTS,739378,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
180,Robbery,"Juice WRLD",738711,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
181,"Smells Like Teen Spirit",Nirvana,736902,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
182,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",734445,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
183,"Wake Me Up",Avicii,734152,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
184,"Mr. Brightside","The Killers",734014,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
185,"The Real Slim Shady",Eminem,733367,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
186,PROBLEMA,"Daddy Yankee",728501,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
187,Falling,"Trevor Daniel",727934,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
188,"Mi Niña",Wisin,727237,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
189,"All Girls Are The Same","Juice WRLD",717428,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
190,"Why'd You Only Call Me When You're High?","Arctic Monkeys",717066,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
191,"When I Was Your Man","Bruno Mars",716838,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
192,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,716768,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
193,"POPSTAR (feat. Drake)","DJ Khaled",716282,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
194,"Something Just Like This","The Chainsmokers",713194,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,Rasputin,Majestic,713176,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
196,willow,"Taylor Swift",713132,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
197,"everything i wanted","Billie Eilish",711247,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
198,"Fan de Tus Fotos","Nicky Jam",710707,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
199,"hot girl bummer",blackbear,710074,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
200,"Good Without","Mimi Webb",709811,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
