,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
59,"Volta Bebê, Volta Neném","Dj Guuga",1366490,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
60,"My Head & My Heart","Ava Max",1357877,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
61,"Talking to the Moon","Bruno Mars",1356865,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
62,"Cover Me In Sunshine",P!nk,1330783,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
63,"GIRL LIKE ME","Black Eyed Peas",1328599,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
64,"Roses - Imanbek Remix","SAINt JHN",1309208,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
65,"Disco Arranhado - Funk Remix",Malu,1287340,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
66,"Sweater Weather","The Neighbourhood",1287119,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
67,34+35,"Ariana Grande",1268082,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
68,"WAP (feat. Megan Thee Stallion)","Cardi B",1242662,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
69,"Wants and Needs (feat. Lil Baby)",Drake,1239088,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
70,Whoopty,CJ,1210835,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
71,"Liberdade (Quando o Grave Bate Forte)",Alok,1194836,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
72,Reloj,"Rauw Alejandro",1161209,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
73,"Holy (feat. Chance The Rapper)","Justin Bieber",1147088,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
74,"What’s Next",Drake,1146187,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
75,Hawái,Maluma,1133399,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
76,"you broke me first","Tate McRae",1131566,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
77,"Tapão Na Raba","Raí Saia Rodada",1127917,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
78,BICHOTA,"KAROL G",1124487,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
79,"Before You Go","Lewis Capaldi",1115969,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
80,"What You Know Bout Love","Pop Smoke",1115704,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
81,Circles,"Post Malone",1089258,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
82,"Otra Noche Sin Ti","J Balvin",1079572,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
83,Shallow,"Lady Gaga",1078039,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
84,"Wasted Love (feat. Lagique)",Ofenbach,1071620,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
85,"Facas - Ao Vivo","Diego & Victor Hugo",1068119,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
86,"Therefore I Am","Billie Eilish",1056309,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
87,"Martin & Gina","Polo G",1049473,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
88,Señorita,"Shawn Mendes",1049438,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
89,"lovely (with Khalid)","Billie Eilish",1049232,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
90,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1042347,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
91,You,Regard,1036852,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
92,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1033469,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
93,Levitating,"Dua Lipa",1033437,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
94,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1030068,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
95,Believer,"Imagine Dragons",1029418,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
96,goosebumps,"Travis Scott",1010374,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
97,"Another Love","Tom Odell",1009315,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
98,"Ele É Ele, Eu Sou Eu","Wesley Safadão",1008687,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
99,"Follow You","Imagine Dragons",1008214,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
100,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",1004111,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
101,Heather,"Conan Gray",996778,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
102,"Dreams - 2004 Remaster","Fleetwood Mac",991980,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
103,Rasputin,Majestic,988395,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
104,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",982118,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
105,"La Nota","Manuel Turizo",979484,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
106,"Lonely (with benny blanco)","Justin Bieber",978357,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
107,"Savage Love (Laxed - Siren Beat)","Jawsh 685",977698,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
108,Memories,"Maroon 5",976817,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
109,"TE MUDASTE","Bad Bunny",970715,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
110,"Breaking Me",Topic,970357,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
111,"bad guy","Billie Eilish",968694,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
112,"Lucid Dreams","Juice WRLD",967623,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
113,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",964798,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
114,"Shape of You","Ed Sheeran",961055,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
115,"death bed (coffee for your head)",Powfu,953337,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
116,"Slumber Party (feat. Princess Nokia)",Ashnikko,952056,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
117,"Bohemian Rhapsody - Remastered 2011",Queen,951085,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
118,"Adore You","Harry Styles",950465,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
119,HOLIDAY,"Lil Nas X",950367,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
120,"Travesuras - Remix","Nio Garcia",945035,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
121,Paradigmas,"Jorge & Mateus",938998,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
122,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",924876,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
123,"On The Ground",ROSÉ,918774,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
124,"No Te Enamores - Remix",Milly,914351,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
125,"The Box","Roddy Ricch",914239,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
126,"The Hills","The Weeknd",913249,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
127,"Take Me To Church",Hozier,912585,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
128,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",912518,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
129,"Laugh Now Cry Later (feat. Lil Durk)",Drake,905594,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
130,"Ride It",Regard,903832,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
131,Perfect,"Ed Sheeran",901545,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
132,Goosebumps,HVME,901477,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
133,SugarCrash!,ElyOtto,897214,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
134,"Blueberry Faygo","Lil Mosey",894879,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
135,"Machu Picchu",Camilo,884124,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
136,"Another One Bites The Dust - Remastered 2011",Queen,882997,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
137,"Cloud 9","Beach Bunny",881123,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
138,"The Nights",Avicii,878433,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
139,Body,"Russ Millions",877396,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
140,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",875510,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
141,Aloha,Maluma,875268,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
142,"As I Am (feat. Khalid)","Justin Bieber",873713,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
143,"Say You Won't Let Go","James Arthur",873676,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
144,"Every Breath You Take","The Police",872745,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
145,Golden,"Harry Styles",872686,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
146,"Break My Heart","Dua Lipa",869608,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
147,"HIGHEST IN THE ROOM","Travis Scott",861518,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
148,"Não Pode Se Apaixonar","Xand Avião",858365,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
149,"Mr. Brightside","The Killers",843051,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
150,"At My Worst","Pink Sweat$",842610,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
151,"Just the Way You Are","Bruno Mars",840217,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
152,"Somebody That I Used To Know",Gotye,839032,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
153,"7 rings","Ariana Grande",835788,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
154,"All of Me","John Legend",833945,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
155,"Rain On Me (with Ariana Grande)","Lady Gaga",828949,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
156,Riptide,"Vance Joy",823125,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
157,"Vida Louca","Mc Poze do Rodo",823108,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
158,"Take on Me",a-ha,821382,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
159,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",819363,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
160,"SICKO MODE","Travis Scott",817857,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
161,Dior,"Pop Smoke",816911,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
162,"Daddy Issues","The Neighbourhood",816000,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
163,PROBLEMA,"Daddy Yankee",814515,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
164,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",811029,https://open.spotify.com/track/0e6NlGJxYlHvAN8SKxad7N
165,"Wake Me Up",Avicii,807220,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
166,"Life Is Good (feat. Drake)",Future,801187,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
167,"Bubblegum Bitch",MARINA,800073,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
168,"Wishing Well","Juice WRLD",797804,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
169,"Mi Niña",Wisin,796495,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
170,"Do I Wanna Know?","Arctic Monkeys",795488,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
171,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",794210,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
172,"Come Through (feat. Chris Brown)",H.E.R.,793018,https://open.spotify.com/track/3krZxyBsWEHfEfJegYaWTd
173,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,792613,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
174,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",789250,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
175,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",788705,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
176,"Counting Stars",OneRepublic,787310,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
177,"Smells Like Teen Spirit",Nirvana,785543,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
178,LOCATION,"KAROL G",784414,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
179,"Fan de Tus Fotos","Nicky Jam",781738,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
180,Robbery,"Juice WRLD",780017,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
181,"Under Pressure - Remastered 2011",Queen,778586,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
182,"Jocelyn Flores",XXXTENTACION,773786,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
183,"Come & Go (with Marshmello)","Juice WRLD",772049,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
184,Closer,"The Chainsmokers",771882,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
185,Explícito,"Myke Towers",768237,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
186,"In Your Eyes","The Weeknd",768190,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
187,"The Real Slim Shady",Eminem,767871,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
188,"Film out",BTS,767317,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
189,"Wonderwall - Remastered",Oasis,766457,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
190,"my ex's best friend (with blackbear)","Machine Gun Kelly",765521,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
191,Falling,"Harry Styles",764236,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
192,"Billie Jean","Michael Jackson",764022,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
193,Yellow,Coldplay,759420,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
194,Falling,"Trevor Daniel",758673,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
195,"Godzilla (feat. Juice WRLD)",Eminem,758428,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
196,"Put Your Records On","Ritt Momney",758395,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
197,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",752804,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
198,SAD!,XXXTENTACION,748198,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
199,"Take You Dancing","Jason Derulo",746248,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
200,"Don't Stop Me Now - Remastered 2011",Queen,743070,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
