,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"Heat Waves","Glass Animals",1683401,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
31,Bandido,"Myke Towers",1682664,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
32,Arcade,"Duncan Laurence",1668125,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
33,"EL MAKINON","KAROL G",1654120,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
34,"Your Love (9PM)",ATB,1619550,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
35,"Watermelon Sugar","Harry Styles",1612145,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
36,Streets,"Doja Cat",1608544,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
37,Dynamite,BTS,1565172,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
38,"Goosebumps - Remix","Travis Scott",1553875,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
39,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1546368,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
40,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1537406,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
41,911,Sech,1528277,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
42,"LA NOCHE DE ANOCHE","Bad Bunny",1478332,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
43,"Someone You Loved","Lewis Capaldi",1469055,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
44,"Don't Start Now","Dua Lipa",1433663,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
45,BED,"Joel Corry",1404926,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
46,"Higher Power",Coldplay,1399940,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
47,"Calling My Phone","Lil Tjay",1360398,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
48,"Talking to the Moon","Bruno Mars",1352973,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
49,"WITHOUT YOU","The Kid LAROI",1337285,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
50,"Volta Bebê, Volta Neném","Dj Guuga",1336174,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
51,"Head & Heart (feat. MNEK)","Joel Corry",1287437,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
52,"We're Good","Dua Lipa",1269075,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
53,positions,"Ariana Grande",1235493,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
54,"Sweater Weather","The Neighbourhood",1227123,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
55,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",1210457,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
56,Rasputin,Majestic,1189349,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
57,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1183078,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
58,"Dance Monkey","Tones And I",1164350,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
59,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1157623,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
60,"Best Friend (feat. Doja Cat)",Saweetie,1157339,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
61,"Cover Me In Sunshine",P!nk,1154776,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
62,"Good Days",SZA,1147146,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
63,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1130976,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
64,"Hecha Pa' Mi",Boza,1123227,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
65,"Paradise (feat. Dermot Kennedy)",MEDUZA,1101501,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
66,"Wants and Needs (feat. Lil Baby)",Drake,1084345,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
67,"Ella No Es Tuya - Remix","Rochy RD",1077321,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
68,Levitating,"Dua Lipa",1075049,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
69,Bipolar,"Mc Davi",1069043,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
70,"lovely (with Khalid)","Billie Eilish",1063282,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
71,34+35,"Ariana Grande",1062461,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
72,"Before You Go","Lewis Capaldi",1038807,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
73,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1034147,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
74,"Roses - Imanbek Remix","SAINt JHN",1024119,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
75,"Another Love","Tom Odell",1017445,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
76,"Never Left","Lil Tecca",1009880,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
77,Anyone,"Justin Bieber",1008797,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
78,"you broke me first","Tate McRae",1008719,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
79,"Dick (feat. Doja Cat)",StarBoi3,987820,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
80,"In the morning",ITZY,985544,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
81,2/Catorce,"Rauw Alejandro",981830,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t
82,Miénteme,TINI,980893,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
83,"My Head & My Heart","Ava Max",976366,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
84,Heather,"Conan Gray",965220,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
85,"Disco Arranhado - Funk Remix",Malu,964865,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
86,"WAP (feat. Megan Thee Stallion)","Cardi B",963088,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
87,Reloj,"Rauw Alejandro",961111,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
88,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",950330,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
89,Circles,"Post Malone",948383,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
90,"Tapão Na Raba","Raí Saia Rodada",947311,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
91,Shallow,"Lady Gaga",940033,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
92,512,Mora,932372,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
93,Freaks,"Surf Curse",929797,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
94,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",926322,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
95,"bad guy","Billie Eilish",926149,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
96,"What You Know Bout Love","Pop Smoke",925750,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
97,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",923994,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
98,Whoopty,CJ,916931,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
99,"Martin & Gina","Polo G",916725,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
100,"Follow You","Imagine Dragons",915489,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
101,"Therefore I Am","Billie Eilish",914112,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
102,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,912171,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
103,"Wasted Love (feat. Lagique)",Ofenbach,909861,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
104,Hawái,Maluma,909855,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
105,"Liberdade (Quando o Grave Bate Forte)",Alok,908873,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
106,goosebumps,"Travis Scott",902427,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
107,Believer,"Imagine Dragons",902372,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
108,"GIRL LIKE ME","Black Eyed Peas",898180,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
109,"Tipo Gin - Ao Vivo","MC Kevin o Chris",898013,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
110,Paradigmas,"Jorge & Mateus",893754,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
111,"Facas - Ao Vivo","Diego & Victor Hugo",891470,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
112,"Dreams - 2004 Remaster","Fleetwood Mac",890956,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
113,"Ele É Ele, Eu Sou Eu","Wesley Safadão",887920,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
114,"death bed (coffee for your head)",Powfu,875454,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
115,"Solid (feat. Drake)","Young Stoner Life",867212,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
116,Memories,"Maroon 5",866879,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
117,"Lucid Dreams","Juice WRLD",865925,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
118,"Prisoner (feat. Dua Lipa)","Miley Cyrus",860917,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
119,"Só Não Divulga","Fernando & Sorocaba",858316,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
120,BICHOTA,"KAROL G",853796,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
121,"Holy (feat. Chance The Rapper)","Justin Bieber",853050,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
122,"Take Me To Church",Hozier,852586,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
123,Señorita,"Shawn Mendes",850443,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
124,"Shape of You","Ed Sheeran",843033,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
125,"Bohemian Rhapsody - Remastered 2011",Queen,837947,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
126,"Adore You","Harry Styles",835655,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
127,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",833076,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
128,Perfect,"Ed Sheeran",807026,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
129,"Say You Won't Let Go","James Arthur",804300,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
130,"Slumber Party (feat. Princess Nokia)",Ashnikko,803015,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
131,Yellow,Coldplay,800339,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
132,Aloha,Maluma,796645,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
133,"Breaking Me",Topic,796510,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
134,"Cloud 9","Beach Bunny",795019,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
135,"Savage Love (Laxed - Siren Beat)","Jawsh 685",788643,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
136,"Daddy Issues","The Neighbourhood",788150,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
137,"The Box","Roddy Ricch",777678,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
138,Body,"Russ Millions",773408,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
139,"The Nights",Avicii,765327,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
140,Golden,"Harry Styles",764237,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
141,"TE MUDASTE","Bad Bunny",761775,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
142,"Travesuras - Remix","Nio Garcia",754341,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
143,"Just the Way You Are","Bruno Mars",752864,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
144,"Blueberry Faygo","Lil Mosey",748696,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
145,"La Nota","Manuel Turizo",748512,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
146,"Break My Heart","Dua Lipa",747324,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
147,Riptide,"Vance Joy",746256,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
148,"Every Breath You Take","The Police",742911,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
149,"Ride It",Regard,742892,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
150,"Wake Me Up",Avicii,742596,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
151,"Another One Bites The Dust - Remastered 2011",Queen,741351,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
152,"No Te Enamores - Remix",Milly,741078,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
153,"All of Me","John Legend",740057,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
154,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,738351,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
155,"HIGHEST IN THE ROOM","Travis Scott",737279,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
156,You,Regard,735520,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
157,"Jocelyn Flores",XXXTENTACION,734897,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
158,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",734786,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
159,"7 rings","Ariana Grande",734455,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
160,"What’s Next",Drake,733240,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
161,"Bubblegum Bitch",MARINA,729186,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
162,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",726453,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
163,"everything i wanted","Billie Eilish",725604,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
164,Falling,"Harry Styles",723717,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
165,"At My Worst","Pink Sweat$",722592,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
166,"Counting Stars",OneRepublic,719644,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
167,HOLIDAY,"Lil Nas X",719195,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
168,"Lonely (with benny blanco)","Justin Bieber",719143,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
169,"my ex's best friend (with blackbear)","Machine Gun Kelly",717558,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
170,"Laugh Now Cry Later (feat. Lil Durk)",Drake,717462,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
171,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",710519,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
172,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",710228,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
173,"Somebody That I Used To Know",Gotye,709546,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
174,"No Role Modelz","J. Cole",709193,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
175,"Do I Wanna Know?","Arctic Monkeys",708198,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
176,"SICKO MODE","Travis Scott",705760,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
177,SugarCrash!,ElyOtto,704937,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
178,"Não Pode Se Apaixonar","Xand Avião",702663,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
179,"Wishing Well","Juice WRLD",702529,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
180,"The Hills","The Weeknd",700691,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
181,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",699723,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
182,"Mr. Brightside","The Killers",698496,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
183,PROBLEMA,"Daddy Yankee",690427,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
184,Run,OneRepublic,689379,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
185,"Rain On Me (with Ariana Grande)","Lady Gaga",684341,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
186,"Take on Me",a-ha,682130,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
187,"Vida Louca","Mc Poze do Rodo",681895,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
188,"If the World Was Ending - feat. Julia Michaels","JP Saxe",681644,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
189,Robbery,"Juice WRLD",681571,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
190,Closer,"The Chainsmokers",681465,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
191,"The Real Slim Shady",Eminem,680230,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
192,"Little Bit of Love","Tom Grennan",679833,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
193,"Ramen & OJ","Joyner Lucas",679779,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
194,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",675694,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
195,Extasy,"187 Strassenbande",675503,https://open.spotify.com/track/5OqIKA0ETzvxocl2IS7nV6
196,SAD!,XXXTENTACION,674998,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
197,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",673810,https://open.spotify.com/track/0e6NlGJxYlHvAN8SKxad7N
198,"Life Is Good (feat. Drake)",Future,672681,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
199,Dior,"Pop Smoke",672583,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
200,"Come & Go (with Marshmello)","Juice WRLD",672553,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
