,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,"Mood (feat. iann dior)",24kGoldn,2293494,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
21,Streets,"Doja Cat",2226888,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
22,"Ella No Es Tuya - Remix","Rochy RD",2018944,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
23,"LA NOCHE DE ANOCHE","Bad Bunny",2013202,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
24,Dynamite,BTS,2010617,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
25,"As I Am (feat. Khalid)","Justin Bieber",2001037,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
26,Anyone,"Justin Bieber",1992087,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
27,911,Sech,1986838,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
28,"Your Love (9PM)",ATB,1983037,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
29,Arcade,"Duncan Laurence",1936331,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
30,"Watermelon Sugar","Harry Styles",1935793,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
31,"Heat Waves","Glass Animals",1829941,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
32,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1804736,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
33,"We're Good","Dua Lipa",1801889,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
34,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1796278,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
35,"Goosebumps - Remix","Travis Scott",1742076,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
36,positions,"Ariana Grande",1732219,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
37,"Good Days",SZA,1730847,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
38,"Someone You Loved","Lewis Capaldi",1727632,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
39,Whoopty,CJ,1709821,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
40,"Don't Start Now","Dua Lipa",1699389,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
41,"Holy (feat. Chance The Rapper)","Justin Bieber",1691104,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
42,"Paradise (feat. Dermot Kennedy)",MEDUZA,1663321,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
43,"Hecha Pa' Mi",Boza,1643846,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
44,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1622908,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
45,BICHOTA,"KAROL G",1600743,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
46,"Head & Heart (feat. MNEK)","Joel Corry",1597250,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
47,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1589495,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
48,"Film out",BTS,1578757,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
49,"What’s Next",Drake,1559184,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
50,"On The Ground",ROSÉ,1556395,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
51,"you broke me first","Tate McRae",1491582,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
52,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1441689,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
53,"Best Friend (feat. Doja Cat)",Saweetie,1428466,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
54,"GIRL LIKE ME","Black Eyed Peas",1423323,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
55,34+35,"Ariana Grande",1404148,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
56,"Lonely (with benny blanco)","Justin Bieber",1384746,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
57,"My Head & My Heart","Ava Max",1384498,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
58,"Dance Monkey","Tones And I",1367720,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
59,"What You Know Bout Love","Pop Smoke",1367029,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
60,"Sweater Weather","The Neighbourhood",1348105,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
61,"deja vu","Olivia Rodrigo",1328998,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
62,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1314902,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
63,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1301026,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
64,"Roses - Imanbek Remix","SAINt JHN",1300918,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
65,"WAP (feat. Megan Thee Stallion)","Cardi B",1300464,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
66,HOLIDAY,"Lil Nas X",1262065,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
67,"Wants and Needs (feat. Lil Baby)",Drake,1252387,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
68,Reloj,"Rauw Alejandro",1246557,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
69,"Therefore I Am","Billie Eilish",1210897,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
70,"Before You Go","Lewis Capaldi",1198912,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
71,Hawái,Maluma,1197238,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
72,SugarCrash!,ElyOtto,1165166,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
73,"At My Worst","Pink Sweat$",1160064,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
74,Circles,"Post Malone",1144987,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
75,BED,"Joel Corry",1135753,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
76,"lovely (with Khalid)","Billie Eilish",1131455,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
77,Heather,"Conan Gray",1126561,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
78,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1119280,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
79,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",1084854,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
80,"Adore You","Harry Styles",1084136,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
81,"Machu Picchu",Camilo,1074593,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
82,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1072764,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
83,Goosebumps,HVME,1069438,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
84,"La Nota","Manuel Turizo",1059542,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
85,"Travesuras - Remix","Nio Garcia",1057549,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
86,Golden,"Harry Styles",1051974,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
87,"No Te Enamores - Remix",Milly,1051198,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
88,"Life Goes On",BTS,1041670,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
89,goosebumps,"Travis Scott",1030797,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
90,Shallow,"Lady Gaga",1030384,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
91,Señorita,"Shawn Mendes",1028170,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
92,"death bed (coffee for your head)",Powfu,1023789,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
93,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",1020535,https://open.spotify.com/track/5pcjystBtalYeqaiXCcgEY
94,"Talking to the Moon","Bruno Mars",1019110,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
95,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1017981,https://open.spotify.com/track/6cQ08IpBxxfGcSKxqE3NmB
96,"EL MAKINON","KAROL G",1015087,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
97,"Lucid Dreams","Juice WRLD",1012343,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
98,Believer,"Imagine Dragons",1007419,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
99,Memories,"Maroon 5",1007108,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
100,LOCATION,"KAROL G",1006332,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
101,"Breaking Me",Topic,1002289,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
102,"Follow You","Imagine Dragons",997661,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
103,"Cloud 9","Beach Bunny",997329,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
104,"Savage Love (Laxed - Siren Beat)","Jawsh 685",987075,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
105,"Disco Arranhado - Funk Remix",Malu,983680,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
106,"The Box","Roddy Ricch",982443,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
107,"bad guy","Billie Eilish",980868,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
108,"Tapão Na Raba","Raí Saia Rodada",966346,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
109,"Laugh Now Cry Later (feat. Lil Durk)",Drake,960565,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
110,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",958534,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
111,"TE MUDASTE","Bad Bunny",949816,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
112,"Blueberry Faygo","Lil Mosey",948549,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
113,PROBLEMA,"Daddy Yankee",943274,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
114,"Unstable (feat. The Kid LAROI)","Justin Bieber",941587,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR
115,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,940782,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
116,"Take Me To Church",Hozier,937770,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
117,"Say You Won't Let Go","James Arthur",927736,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
118,"Shape of You","Ed Sheeran",922855,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
119,"Wasted Love (feat. Lagique)",Ofenbach,917137,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
120,Ghost,"Justin Bieber",915553,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
121,"The Hills","The Weeknd",914030,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
122,Runaway,AURORA,912336,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
123,Perfect,"Ed Sheeran",912329,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
124,"Break My Heart","Dua Lipa",899409,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
125,"HIGHEST IN THE ROOM","Travis Scott",899219,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
126,"Martin & Gina","Polo G",895754,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
127,"Bohemian Rhapsody - Remastered 2011",Queen,890593,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
128,"Life Is Good (feat. Drake)",Future,886705,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
129,"Cover Me In Sunshine",P!nk,885542,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
130,"Dreams - 2004 Remaster","Fleetwood Mac",884238,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
131,"Off My Face","Justin Bieber",884146,https://open.spotify.com/track/3T03rPwlL8NVk1yIaxeD8U
132,"Somebody That I Used To Know",Gotye,880902,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
133,"Facas - Ao Vivo","Diego & Victor Hugo",880594,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
134,Dior,"Pop Smoke",866528,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
135,"Chica Ideal","Sebastian Yatra",865160,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
136,"Mi Niña",Wisin,863268,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
137,"Relación - Remix",Sech,860803,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
138,"Daddy Issues","The Neighbourhood",860698,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
139,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",858854,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
140,"Rain On Me (with Ariana Grande)","Lady Gaga",858520,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
141,"Ride It",Regard,857416,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
142,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",856919,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
143,"Ele É Ele, Eu Sou Eu","Wesley Safadão",845638,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
144,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",844857,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
145,"Tu Veneno","J Balvin",841921,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
146,"Hasta Abajo","Kevin Roldan",839807,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
147,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",838874,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
148,"Another One Bites The Dust - Remastered 2011",Queen,838613,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
149,"Do I Wanna Know?","Arctic Monkeys",838136,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
150,"Jocelyn Flores",XXXTENTACION,837093,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
151,"Wishing Well","Juice WRLD",836044,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
152,"All of Me","John Legend",835751,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
153,"Just the Way You Are","Bruno Mars",834008,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
154,Falling,"Harry Styles",831197,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
155,Afterglow,"Ed Sheeran",827413,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
156,"Counting Stars",OneRepublic,825708,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
157,"7 rings","Ariana Grande",825689,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
158,"SICKO MODE","Travis Scott",822040,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
159,"Fan de Tus Fotos","Nicky Jam",821663,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
160,Falling,"Trevor Daniel",821058,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
161,"Every Breath You Take","The Police",819536,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
162,"Slumber Party (feat. Princess Nokia)",Ashnikko,819157,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
163,willow,"Taylor Swift",814419,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
164,Robbery,"Juice WRLD",814221,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
165,Riptide,"Vance Joy",813354,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
166,"Come & Go (with Marshmello)","Juice WRLD",809727,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
167,"If the World Was Ending - feat. Julia Michaels","JP Saxe",809453,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
168,"Train Wreck","James Arthur",799084,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
169,"In Your Eyes","The Weeknd",796275,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
170,"Godzilla (feat. Juice WRLD)",Eminem,793953,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
171,"Take You Dancing","Jason Derulo",793190,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
172,"Richer (feat. Polo G)","Rod Wave",792922,https://open.spotify.com/track/7HsjuVBM93Z2RoxjpWLgTT
173,"my ex's best friend (with blackbear)","Machine Gun Kelly",791551,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
174,"Esquema Preferido","DJ Ivis",791260,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
175,"Además de Mí - Remix",Rusherking,791186,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
176,"Una Locura",Ozuna,790202,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
177,BEBÉ,Camilo,789734,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
178,Explícito,"Myke Towers",786087,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
179,SAD!,XXXTENTACION,785709,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
180,"everything i wanted","Billie Eilish",784715,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
181,"POPSTAR (feat. Drake)","DJ Khaled",782578,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
182,"Love Not War (The Tampa Beat)","Jason Derulo",782021,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
183,"All Girls Are The Same","Juice WRLD",780212,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
184,"Girls Like Us","Zoe Wees",780035,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
185,"Put Your Records On","Ritt Momney",779807,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
186,"The Nights",Avicii,779643,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
187,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",779506,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
188,"Why'd You Only Call Me When You're High?","Arctic Monkeys",776082,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
189,"Mr. Brightside","The Killers",774193,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
190,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",774042,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
191,"Smells Like Teen Spirit",Nirvana,771753,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
192,Yellow,Coldplay,770784,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
193,"La Tóxica",Farruko,766746,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
194,Payphone,"Maroon 5",764164,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
195,"Stuck with U (with Justin Bieber)","Ariana Grande",762034,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
196,Hayloft,"Mother Mother",757383,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq
197,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",756913,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
198,Closer,"The Chainsmokers",756360,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
199,"hot girl bummer",blackbear,754596,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
200,"Lemon Pepper Freestyle (feat. Rick Ross)",Drake,753084,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI
