,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
36,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1636401,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
37,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1597403,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
38,"Don't Start Now","Dua Lipa",1568172,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
39,"Good Days",SZA,1538828,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
40,Anyone,"Justin Bieber",1537152,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
41,"Ella No Es Tuya - Remix","Rochy RD",1526896,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
42,"We're Good","Dua Lipa",1519346,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
43,positions,"Ariana Grande",1485062,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
44,"Best Friend (feat. Doja Cat)",Saweetie,1466939,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
45,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1450258,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
46,"Head & Heart (feat. MNEK)","Joel Corry",1442746,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
47,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1425212,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
48,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1424903,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
49,"Paradise (feat. Dermot Kennedy)",MEDUZA,1419281,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
50,"Hecha Pa' Mi",Boza,1359283,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
51,"Sweater Weather","The Neighbourhood",1324720,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
52,"you broke me first","Tate McRae",1307532,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
53,"What’s Next",Drake,1284397,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
54,"Holy (feat. Chance The Rapper)","Justin Bieber",1273764,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
55,"GIRL LIKE ME","Black Eyed Peas",1273181,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
56,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1268430,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
57,"My Head & My Heart","Ava Max",1263739,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
58,Whoopty,CJ,1259970,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
59,34+35,"Ariana Grande",1254214,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
60,Am,"Nio Garcia",1249773,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
61,"EL MAKINON","KAROL G",1247915,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
62,"Dance Monkey","Tones And I",1245019,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
63,"Talking to the Moon","Bruno Mars",1241008,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
64,"Love Story (Taylor’s Version)","Taylor Swift",1234642,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
65,BED,"Joel Corry",1228570,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
66,"Shy Away","Twenty One Pilots",1218166,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
67,"Otra Noche Sin Ti","J Balvin",1201111,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
68,"As I Am (feat. Khalid)","Justin Bieber",1192952,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
69,"Roses - Imanbek Remix","SAINt JHN",1181367,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
70,"WAP (feat. Megan Thee Stallion)","Cardi B",1158004,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
71,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1157601,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
72,"Before You Go","Lewis Capaldi",1144939,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
73,"On The Ground",ROSÉ,1118459,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
74,"What You Know Bout Love","Pop Smoke",1103812,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
75,"Therefore I Am","Billie Eilish",1100836,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
76,"lovely (with Khalid)","Billie Eilish",1099537,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
77,"Lonely (with benny blanco)","Justin Bieber",1088329,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
78,Heather,"Conan Gray",1084789,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
79,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1084628,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
80,"Wants and Needs (feat. Lil Baby)",Drake,1080256,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
81,Reloj,"Rauw Alejandro",1062973,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
82,Circles,"Post Malone",1060047,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
83,"Another Love","Tom Odell",1038369,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
84,SugarCrash!,ElyOtto,1036392,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
85,BICHOTA,"KAROL G",1034718,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
86,Shallow,"Lady Gaga",1032656,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
87,HOLIDAY,"Lil Nas X",1029696,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
88,"Film out",BTS,1029263,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
89,"Martin & Gina","Polo G",1028833,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
90,Hawái,Maluma,1019266,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
91,Señorita,"Shawn Mendes",1016169,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
92,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1013561,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
93,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1011700,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
94,"Travesuras - Remix","Nio Garcia",1009914,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
95,"Slumber Party (feat. Princess Nokia)",Ashnikko,1007008,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
96,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",987811,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
97,"Cloud 9","Beach Bunny",980007,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
98,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",976351,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
99,Believer,"Imagine Dragons",967950,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
100,Memories,"Maroon 5",966917,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
101,"death bed (coffee for your head)",Powfu,960328,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
102,"Adore You","Harry Styles",959793,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
103,"Cover Me In Sunshine",P!nk,948309,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
104,"bad guy","Billie Eilish",946982,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
105,"Follow You","Imagine Dragons",944136,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
106,"Take Me To Church",Hozier,937614,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
107,goosebumps,"Travis Scott",936619,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
108,"Say You Won't Let Go","James Arthur",932901,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
109,"Lucid Dreams","Juice WRLD",926760,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
110,"Shape of You","Ed Sheeran",916276,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
111,"TE MUDASTE","Bad Bunny",913084,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
112,"Machu Picchu",Camilo,905716,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
113,"Disco Arranhado - Funk Remix",Malu,904812,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
114,"At My Worst","Pink Sweat$",897626,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
115,Golden,"Harry Styles",895280,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
116,"Breaking Me",Topic,894220,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
117,"No Te Enamores - Remix",Milly,892367,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
118,Perfect,"Ed Sheeran",889243,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,"The Hills","The Weeknd",884640,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
120,Goosebumps,HVME,874675,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
121,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",874156,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
122,"The Box","Roddy Ricch",872746,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
123,"La Nota","Manuel Turizo",869174,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
124,"Wasted Love (feat. Lagique)",Ofenbach,868560,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
125,"Laugh Now Cry Later (feat. Lil Durk)",Drake,864507,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
126,"Somebody That I Used To Know",Gotye,862485,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
127,"Savage Love (Laxed - Siren Beat)","Jawsh 685",860674,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
128,"Just the Way You Are","Bruno Mars",851019,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
129,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",848731,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
130,"All of Me","John Legend",846840,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
131,"Daddy Issues","The Neighbourhood",845902,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
132,"Break My Heart","Dua Lipa",840364,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
133,"Blueberry Faygo","Lil Mosey",835575,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
134,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",831455,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
135,Levitating,"Dua Lipa",824911,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
136,"Dreams - 2004 Remaster","Fleetwood Mac",818980,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
137,"Bohemian Rhapsody - Remastered 2011",Queen,818822,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
138,"7 rings","Ariana Grande",818046,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
139,"Rain On Me (with Ariana Grande)","Lady Gaga",814898,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
140,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",814281,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO
141,"HIGHEST IN THE ROOM","Travis Scott",808628,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
142,"Do I Wanna Know?","Arctic Monkeys",807675,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
143,Falling,"Harry Styles",807313,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
144,"Ride It",Regard,804194,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
145,Dior,"Pop Smoke",799514,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
146,LOCATION,"KAROL G",798491,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
147,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",797254,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
148,"You Belong With Me (Taylor’s Version)","Taylor Swift",791092,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA
149,"Jocelyn Flores",XXXTENTACION,786740,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
150,"If the World Was Ending - feat. Julia Michaels","JP Saxe",786227,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
151,"Life Is Good (feat. Drake)",Future,781936,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
152,"Life Goes On",BTS,781479,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
153,"Another One Bites The Dust - Remastered 2011",Queen,780104,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
154,Yellow,Coldplay,776431,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
155,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",774641,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
156,"Bubblegum Bitch",MARINA,773013,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
157,"Every Breath You Take","The Police",770683,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
158,willow,"Taylor Swift",770250,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
159,"Counting Stars",OneRepublic,768774,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
160,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,765791,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
161,"Train Wreck","James Arthur",763556,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
162,"Wishing Well","Juice WRLD",763071,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
163,Closer,"The Chainsmokers",761193,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
164,"my ex's best friend (with blackbear)","Machine Gun Kelly",760979,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
165,Riptide,"Vance Joy",757872,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
166,"Come & Go (with Marshmello)","Juice WRLD",754261,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
167,PROBLEMA,"Daddy Yankee",750475,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
168,"SICKO MODE","Travis Scott",748012,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
169,"Godzilla (feat. Juice WRLD)",Eminem,747826,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
170,"Fearless (Taylor’s Version)","Taylor Swift",747634,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE
171,"Put Your Records On","Ritt Momney",746682,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
172,"The Nights",Avicii,744775,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
173,Robbery,"Juice WRLD",743998,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
174,"Smells Like Teen Spirit",Nirvana,738934,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
175,Falling,"Trevor Daniel",737068,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
176,"Fan de Tus Fotos","Nicky Jam",736218,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
177,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",733293,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
178,Afterglow,"Ed Sheeran",733272,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
179,"All Girls Are The Same","Juice WRLD",732288,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
180,"Mr. Brightside","The Killers",731917,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
181,"Chica Ideal","Sebastian Yatra",731393,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
182,"Relación - Remix",Sech,729363,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
183,"Stressed Out","Twenty One Pilots",727316,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
184,"POPSTAR (feat. Drake)","DJ Khaled",726082,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
185,"Mi Niña",Wisin,725787,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
186,"Why'd You Only Call Me When You're High?","Arctic Monkeys",724808,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
187,"everything i wanted","Billie Eilish",724784,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
188,SAD!,XXXTENTACION,718739,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
189,"Liberdade (Quando o Grave Bate Forte)",Alok,713968,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
190,"Tapão Na Raba","Raí Saia Rodada",713524,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
191,"Take You Dancing","Jason Derulo",712533,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
192,"The Real Slim Shady",Eminem,711580,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
193,"X Gon' Give It To Ya",DMX,710130,https://open.spotify.com/track/1zzxoZVylsna2BQB65Ppcb
194,"Something Just Like This","The Chainsmokers",708579,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,"hot girl bummer",blackbear,707459,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
196,"On Me","Lil Baby",706303,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
197,"When I Was Your Man","Bruno Mars",706237,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
198,"Good Without","Mimi Webb",705797,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
199,"In Your Eyes","The Weeknd",705757,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
200,Body,"Russ Millions",701505,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
