,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
95,"Slumber Party (feat. Princess Nokia)",Ashnikko,994907,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
96,Hawái,Maluma,991595,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
97,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",984800,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
98,"Cloud 9","Beach Bunny",984170,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
99,Shallow,"Lady Gaga",983433,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
100,Señorita,"Shawn Mendes",976162,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
101,"Martin & Gina","Polo G",973975,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
102,"Another Love","Tom Odell",969776,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
103,"Travesuras - Remix","Nio Garcia",969188,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
104,"death bed (coffee for your head)",Powfu,966727,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
105,"Fifteen (Taylor’s Version)","Taylor Swift",954659,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5
106,Believer,"Imagine Dragons",950599,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
107,Memories,"Maroon 5",940653,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
108,goosebumps,"Travis Scott",929164,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
109,"Take Me To Church",Hozier,928878,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
110,"Adore You","Harry Styles",928412,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
111,"Follow You","Imagine Dragons",927069,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
112,"At My Worst","Pink Sweat$",925625,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
113,"Say You Won't Let Go","James Arthur",920995,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
114,"Hey Stephen (Taylor’s Version)","Taylor Swift",920833,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT
115,"Lucid Dreams","Juice WRLD",917787,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
116,"bad guy","Billie Eilish",915932,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
117,"Cover Me In Sunshine",P!nk,908699,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
118,"Disco Arranhado - Funk Remix",Malu,900523,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
119,"Machu Picchu",Camilo,900411,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
120,"The Box","Roddy Ricch",882931,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
121,"No Te Enamores - Remix",Milly,882003,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
122,Golden,"Harry Styles",876845,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
123,"Shape of You","Ed Sheeran",873482,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
124,Goosebumps,HVME,870120,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
125,"White Horse (Taylor’s Version)","Taylor Swift",870053,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3
126,"Breaking Me",Topic,869383,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
127,Perfect,"Ed Sheeran",868984,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
128,"TE MUDASTE","Bad Bunny",863201,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
129,"The Hills","The Weeknd",859755,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
130,"La Nota","Manuel Turizo",857109,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
131,"Blueberry Faygo","Lil Mosey",846009,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
132,"Laugh Now Cry Later (feat. Lil Durk)",Drake,841831,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
133,"Savage Love (Laxed - Siren Beat)","Jawsh 685",839505,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
134,"Daddy Issues","The Neighbourhood",836096,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
135,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",832363,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
136,"Wasted Love (feat. Lagique)",Ofenbach,831481,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
137,"Just the Way You Are","Bruno Mars",830334,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
138,"Break My Heart","Dua Lipa",830165,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
139,"Somebody That I Used To Know",Gotye,830108,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
140,"Forever & Always (Taylor’s Version)","Taylor Swift",829771,https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU
141,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",825575,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
142,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",824668,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
143,"All of Me","John Legend",823494,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
144,"Life Goes On",BTS,804346,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
145,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Taylor Swift",801563,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs
146,"7 rings","Ariana Grande",801247,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
147,"HIGHEST IN THE ROOM","Travis Scott",800978,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
148,Falling,"Harry Styles",800219,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
149,"Do I Wanna Know?","Arctic Monkeys",800164,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
150,Dior,"Pop Smoke",799957,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
151,"Bohemian Rhapsody - Remastered 2011",Queen,794849,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
152,"Jocelyn Flores",XXXTENTACION,793855,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
153,"Dreams - 2004 Remaster","Fleetwood Mac",793719,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
154,willow,"Taylor Swift",783991,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
155,"Rain On Me (with Ariana Grande)","Lady Gaga",782211,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
156,LOCATION,"KAROL G",781274,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
157,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",779548,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
158,"Life Is Good (feat. Drake)",Future,777960,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
159,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",774378,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
160,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","Taylor Swift",771359,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P
161,"Train Wreck","James Arthur",770660,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
162,"If the World Was Ending - feat. Julia Michaels","JP Saxe",769941,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
163,"Ride It",Regard,769854,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
164,Yellow,Coldplay,767138,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
165,"Bubblegum Bitch",MARINA,763784,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
166,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,761779,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
167,"Counting Stars",OneRepublic,754270,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
168,"Wishing Well","Juice WRLD",752156,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
169,"Another One Bites The Dust - Remastered 2011",Queen,750276,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
170,"Come & Go (with Marshmello)","Juice WRLD",749852,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
171,Riptide,"Vance Joy",746900,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
172,Falling,"Trevor Daniel",740810,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
173,"SICKO MODE","Travis Scott",739548,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
174,"Every Breath You Take","The Police",736163,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
175,"You’re Not Sorry (Taylor’s Version)","Taylor Swift",735876,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8
176,"The Nights",Avicii,735745,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
177,"Godzilla (feat. Juice WRLD)",Eminem,733668,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
178,"Tell Me Why (Taylor’s Version)","Taylor Swift",730869,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7
179,"Put Your Records On","Ritt Momney",730424,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
180,"my ex's best friend (with blackbear)","Machine Gun Kelly",728751,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
181,Closer,"The Chainsmokers",728168,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
182,Robbery,"Juice WRLD",727543,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
183,SAD!,XXXTENTACION,724931,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
184,"Why'd You Only Call Me When You're High?","Arctic Monkeys",724754,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
185,Body,"Russ Millions",721089,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
186,PROBLEMA,"Daddy Yankee",720873,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
187,WACHA,KHEA,719806,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
188,"everything i wanted","Billie Eilish",719316,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
189,"Mr. Brightside","The Killers",716793,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
190,"Fan de Tus Fotos","Nicky Jam",715662,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
191,Afterglow,"Ed Sheeran",715629,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
192,"All Girls Are The Same","Juice WRLD",714850,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
193,Levitating,"Dua Lipa",711909,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
194,"Chica Ideal","Sebastian Yatra",711424,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
195,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",711223,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
196,"Stressed Out","Twenty One Pilots",711051,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
197,"Smells Like Teen Spirit",Nirvana,709919,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
198,"Mi Niña",Wisin,708473,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
199,"Tapão Na Raba","Raí Saia Rodada",706572,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
200,"Take You Dancing","Jason Derulo",704024,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
