,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,"You Belong With Me (Taylor’s Version)","Taylor Swift",1846765,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA
36,"Goosebumps - Remix","Travis Scott",1820162,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
37,Dynamite,BTS,1816923,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
38,"Ella No Es Tuya - Remix","Rochy RD",1787071,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
39,"Fearless (Taylor’s Version)","Taylor Swift",1778562,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE
40,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1754320,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
41,"Ruff Ryders' Anthem",DMX,1663677,https://open.spotify.com/track/1BKT2I9x4RGKaKqW4up34s
42,"Someone You Loved","Lewis Capaldi",1661915,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
43,"We're Good","Dua Lipa",1654474,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
44,"Don't Start Now","Dua Lipa",1639697,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
45,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1626216,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
46,"Good Days",SZA,1608630,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
47,Anyone,"Justin Bieber",1608188,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
48,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1607477,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
49,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1604552,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
50,"Best Friend (feat. Doja Cat)",Saweetie,1584363,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
51,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1570601,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
52,"Hecha Pa' Mi",Boza,1568785,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
53,positions,"Ariana Grande",1558097,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
54,"Paradise (feat. Dermot Kennedy)",MEDUZA,1520294,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
55,"Head & Heart (feat. MNEK)","Joel Corry",1515634,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
56,"Shy Away","Twenty One Pilots",1513676,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
57,"What’s Next",Drake,1504061,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
58,"Fifteen (Taylor’s Version)","Taylor Swift",1465200,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5
59,"The Way I Loved You (Taylor’s Version)","Taylor Swift",1436582,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M
60,"Party Up",DMX,1434758,https://open.spotify.com/track/0LWkaEyQRkF0XAms8Bg1fC
61,Runaway,AURORA,1432485,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
62,"GIRL LIKE ME","Black Eyed Peas",1420758,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
63,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1404012,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
64,"Dance Monkey","Tones And I",1400761,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
65,"Holy (feat. Chance The Rapper)","Justin Bieber",1386755,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
66,Whoopty,CJ,1385486,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
67,"Hey Stephen (Taylor’s Version)","Taylor Swift",1377972,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT
68,"Disco Arranhado - Funk Remix",Malu,1355076,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
69,"Otra Noche Sin Ti","J Balvin",1335989,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
70,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",1325887,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO
71,"My Head & My Heart","Ava Max",1323275,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
72,"Where The Hood At",DMX,1321649,https://open.spotify.com/track/6RUpJeXT6U4SPEafnr9Wr7
73,"WAP (feat. Megan Thee Stallion)","Cardi B",1317497,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
74,34+35,"Ariana Grande",1312660,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
75,"White Horse (Taylor’s Version)","Taylor Swift",1311708,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3
76,"As I Am (feat. Khalid)","Justin Bieber",1305935,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
77,"Roses - Imanbek Remix","SAINt JHN",1301124,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
78,"Sweater Weather","The Neighbourhood",1292754,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
79,"you broke me first","Tate McRae",1289449,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
80,"Tapão Na Raba","Raí Saia Rodada",1275120,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
81,SugarCrash!,ElyOtto,1272029,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
82,"Forever & Always (Taylor’s Version)","Taylor Swift",1242379,https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU
83,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Taylor Swift",1235477,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs
84,BED,"Joel Corry",1235246,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
85,"What You Know Bout Love","Pop Smoke",1231395,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
86,BICHOTA,"KAROL G",1221697,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
87,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1219684,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
88,"EL MAKINON","KAROL G",1217866,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
89,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1213227,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
90,Reloj,"Rauw Alejandro",1201841,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
91,"Ele É Ele, Eu Sou Eu","Wesley Safadão",1201682,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
92,"On The Ground",ROSÉ,1197077,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
93,"Film out",BTS,1191715,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
94,"Facas - Ao Vivo","Diego & Victor Hugo",1182740,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
95,Hawái,Maluma,1172780,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
96,HOLIDAY,"Lil Nas X",1128292,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
97,"Before You Go","Lewis Capaldi",1128012,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
98,"Travesuras - Remix","Nio Garcia",1126909,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
99,"Wants and Needs (feat. Lil Baby)",Drake,1126508,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
100,"Lonely (with benny blanco)","Justin Bieber",1124298,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
101,"Therefore I Am","Billie Eilish",1118291,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
102,"Tell Me Why (Taylor’s Version)","Taylor Swift",1114016,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7
103,"Talking to the Moon","Bruno Mars",1109396,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
104,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1108171,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
105,"You’re Not Sorry (Taylor’s Version)","Taylor Swift",1106869,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8
106,Circles,"Post Malone",1106238,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
107,"lovely (with Khalid)","Billie Eilish",1089172,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
108,Señorita,"Shawn Mendes",1066995,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
109,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1063381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
110,Shallow,"Lady Gaga",1062863,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
111,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","Taylor Swift",1060296,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P
112,Heather,"Conan Gray",1049415,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
113,"La Nota","Manuel Turizo",1040929,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
114,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",1040372,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
115,Am,"Nio Garcia",1026749,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
116,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",1023440,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
117,Believer,"Imagine Dragons",1014963,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
118,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",1011486,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
119,goosebumps,"Travis Scott",1009583,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
120,"No Te Enamores - Remix",Milly,1005218,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
121,"death bed (coffee for your head)",Powfu,993372,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
122,"Martin & Gina","Polo G",991570,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
123,"bad guy","Billie Eilish",990726,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
124,Goosebumps,HVME,987716,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
125,Memories,"Maroon 5",987577,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
126,"Machu Picchu",Camilo,985062,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
127,"Savage Love (Laxed - Siren Beat)","Jawsh 685",979525,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
128,"Lucid Dreams","Juice WRLD",973229,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
129,"Follow You","Imagine Dragons",964509,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
130,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",964089,https://open.spotify.com/track/7cgF1aSGBXWlTgNbon3g2p
131,"Cover Me In Sunshine",P!nk,963787,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
132,"Shape of You","Ed Sheeran",959437,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
133,"Cloud 9","Beach Bunny",959285,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
134,"Slumber Party (feat. Princess Nokia)",Ashnikko,958236,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
135,"Bohemian Rhapsody - Remastered 2011",Queen,954768,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
136,"The Box","Roddy Ricch",952848,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
137,"We Were Happy (Taylor’s Version) (From The Vault)","Taylor Swift",951419,https://open.spotify.com/track/34V9RiEPe8MNdU32qJsJa1
138,"Adore You","Harry Styles",951370,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
139,"Dreams - 2004 Remaster","Fleetwood Mac",949273,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
140,"Breaking Me",Topic,949150,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
141,"Don’t You (Taylor’s Version) (From The Vault)","Taylor Swift",943742,https://open.spotify.com/track/4uuEGH5SVuzkkSFjo2DEiY
142,"Laugh Now Cry Later (feat. Lil Durk)",Drake,942692,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
143,"The Best Day (Taylor’s Version)","Taylor Swift",941900,https://open.spotify.com/track/6ON9UuIq49xXY9GPmHIYRp
144,"At My Worst","Pink Sweat$",936897,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
145,"TE MUDASTE","Bad Bunny",928168,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
146,"Wasted Love (feat. Lagique)",Ofenbach,927275,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
147,"Take Me To Church",Hozier,925942,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
148,"Blueberry Faygo","Lil Mosey",921301,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
149,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",917050,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
150,"The Hills","The Weeknd",912381,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
151,Paradigmas,"Jorge & Mateus",911096,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
152,Perfect,"Ed Sheeran",907295,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
153,Golden,"Harry Styles",904873,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
154,LOCATION,"KAROL G",904511,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
155,"Change (Taylor’s Version)","Taylor Swift",903563,https://open.spotify.com/track/3ExweHKZF9B752DPQByRVT
156,"Jump Then Fall (Taylor’s Version)","Taylor Swift",897129,https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm
157,"Another One Bites The Dust - Remastered 2011",Queen,893558,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
158,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,887272,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
159,"Say You Won't Let Go","James Arthur",885335,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
160,"Ride It",Regard,879853,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
161,"Every Breath You Take","The Police",874899,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
162,"Break My Heart","Dua Lipa",870405,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
163,"HIGHEST IN THE ROOM","Travis Scott",869001,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
164,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",859925,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
165,"Somebody That I Used To Know",Gotye,858831,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
166,"Just the Way You Are","Bruno Mars",856662,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
167,"Today Was A Fairytale (Taylor’s Version)","Taylor Swift",855715,https://open.spotify.com/track/2JoJrsEV15OzbijS47lids
168,"Forever & Always (Piano Version) (Taylor’s Version)","Taylor Swift",849701,https://open.spotify.com/track/01QdEx6kFr78ZejhQtWR5m
169,"Liberdade (Quando o Grave Bate Forte)",Alok,847578,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
170,Dior,"Pop Smoke",846884,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
171,"Untouchable (Taylor’s Version)","Taylor Swift",843172,https://open.spotify.com/track/0tQ9vBYpldCuikPsbgOVKA
172,PROBLEMA,"Daddy Yankee",841015,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
173,"Bye Bye Baby (Taylor’s Version) (From The Vault)","Taylor Swift",839957,https://open.spotify.com/track/4qUijfYU8EoIWiY6oSyrgT
174,"7 rings","Ariana Grande",838325,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
175,"All of Me","John Legend",832597,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
176,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",829356,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
177,"Rain On Me (with Ariana Grande)","Lady Gaga",823359,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
178,"Life Is Good (feat. Drake)",Future,820519,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
179,"Relación - Remix",Sech,816944,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
180,"Chica Ideal","Sebastian Yatra",816133,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
181,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",814942,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
182,"Fan de Tus Fotos","Nicky Jam",814348,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
183,"Mr. Brightside","The Killers",812010,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
184,WACHA,KHEA,811027,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
185,"Daddy Issues","The Neighbourhood",808339,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
186,"Mi Niña",Wisin,808226,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
187,"Wishing Well","Juice WRLD",806145,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
188,"SICKO MODE","Travis Scott",806015,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
189,"Do I Wanna Know?","Arctic Monkeys",801924,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
190,"Life Goes On",BTS,801907,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
191,"Another Love","Tom Odell",801680,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
192,"Take on Me",a-ha,797278,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
193,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",795411,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
194,"Jocelyn Flores",XXXTENTACION,794942,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
195,willow,"Taylor Swift",793518,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
196,"Hasta Abajo","Kevin Roldan",792758,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
197,"Lance Individual","Jorge & Mateus",791479,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
198,"Counting Stars",OneRepublic,790781,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
199,Falling,"Trevor Daniel",786509,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
200,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",785485,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
