,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"Goosebumps - Remix","Travis Scott",1651621,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
33,"Watermelon Sugar","Harry Styles",1615497,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
34,"EL MAKINON","KAROL G",1608079,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
35,"Your Love (9PM)",ATB,1601608,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
36,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",1596552,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
37,Dynamite,BTS,1593829,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
38,"Calling My Phone","Lil Tjay",1569328,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
39,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1556871,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
40,"LA NOCHE DE ANOCHE","Bad Bunny",1516096,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
41,"Someone You Loved","Lewis Capaldi",1472420,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
42,"Don't Start Now","Dua Lipa",1438278,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"WITHOUT YOU","The Kid LAROI",1432269,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
44,"Talking to the Moon","Bruno Mars",1411832,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
45,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1379174,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
46,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",1349047,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
47,"Best Friend (feat. Doja Cat)",Saweetie,1347654,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
48,BED,"Joel Corry",1340866,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
49,"We're Good","Dua Lipa",1314876,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
50,"Volta Bebê, Volta Neném","Dj Guuga",1313742,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
51,"Head & Heart (feat. MNEK)","Joel Corry",1256827,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
52,"Good Days",SZA,1246724,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
53,"Sweater Weather","The Neighbourhood",1242749,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
54,positions,"Ariana Grande",1241188,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
55,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1208360,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
56,"Ella No Es Tuya - Remix","Rochy RD",1197236,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
57,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1192182,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
58,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1181303,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
59,"Dance Monkey","Tones And I",1158211,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
60,"Paradise (feat. Dermot Kennedy)",MEDUZA,1152178,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
61,"Hecha Pa' Mi",Boza,1150240,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
62,"lovely (with Khalid)","Billie Eilish",1111649,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
63,"Cover Me In Sunshine",P!nk,1106578,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
64,34+35,"Ariana Grande",1104911,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
65,Anyone,"Justin Bieber",1090544,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
66,"In the morning",ITZY,1083496,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
67,"Roses - Imanbek Remix","SAINt JHN",1070502,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
68,"durag activity (with Travis Scott)","Baby Keem",1062203,https://open.spotify.com/track/4JJcP0Rv9AgyPD6ZGaC8EE
69,"My Head & My Heart","Ava Max",1056769,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
70,"WAP (feat. Megan Thee Stallion)","Cardi B",1051912,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
71,"Disco Arranhado - Funk Remix",Malu,1040735,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
72,"Wants and Needs (feat. Lil Baby)",Drake,1036985,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
73,"Before You Go","Lewis Capaldi",1036424,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
74,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1032641,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
75,"you broke me first","Tate McRae",1024084,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
76,"Another Love","Tom Odell",1008788,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
77,Levitating,"Dua Lipa",997353,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
78,Reloj,"Rauw Alejandro",992896,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
79,"bad guy","Billie Eilish",981859,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
80,Whoopty,CJ,981821,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
81,"Solid (feat. Drake)","Young Stoner Life",978477,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
82,Circles,"Post Malone",977908,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
83,"Liberdade (Quando o Grave Bate Forte)",Alok,957941,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
84,"What You Know Bout Love","Pop Smoke",956450,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
85,Heather,"Conan Gray",951823,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
86,Shallow,"Lady Gaga",951801,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
87,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",949780,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
88,"Martin & Gina","Polo G",948286,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
89,"Tapão Na Raba","Raí Saia Rodada",941942,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
90,"Holy (feat. Chance The Rapper)","Justin Bieber",936510,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
91,"Therefore I Am","Billie Eilish",928210,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
92,Hawái,Maluma,926032,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
93,BICHOTA,"KAROL G",913281,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
94,Believer,"Imagine Dragons",902934,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",896411,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
96,"Lucid Dreams","Juice WRLD",890187,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
97,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,889043,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
98,goosebumps,"Travis Scott",888707,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
99,Rasputin,Majestic,881154,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
100,"Follow You","Imagine Dragons",879716,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
101,"death bed (coffee for your head)",Powfu,876684,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
102,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",875352,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
103,"GIRL LIKE ME","Black Eyed Peas",872004,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
104,"Dreams - 2004 Remaster","Fleetwood Mac",864672,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
105,"Ele É Ele, Eu Sou Eu","Wesley Safadão",862458,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
106,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",860500,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
107,Memories,"Maroon 5",860133,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
108,"Slumber Party (feat. Princess Nokia)",Ashnikko,854872,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
109,"Prisoner (feat. Dua Lipa)","Miley Cyrus",852200,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
110,"Facas - Ao Vivo","Diego & Victor Hugo",851625,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
111,"Shape of You","Ed Sheeran",850775,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,You,Regard,850364,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
113,"Take Me To Church",Hozier,847590,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
114,"Bohemian Rhapsody - Remastered 2011",Queen,841494,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
115,Body,"Russ Millions",841148,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
116,Miénteme,TINI,837115,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
117,"What’s Next",Drake,837078,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
118,Señorita,"Shawn Mendes",836976,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
119,"Adore You","Harry Styles",835489,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
120,"Cloud 9","Beach Bunny",827826,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
121,"POPSTAR (feat. Drake)","DJ Khaled",820040,https://open.spotify.com/track/1sbEeUY8KsdvgiQi26JBFz
122,"Say You Won't Let Go","James Arthur",815232,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
123,"Travesuras - Remix","Nio Garcia",812111,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
124,"The Box","Roddy Ricch",809433,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
125,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,806183,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
126,"Wasted Love (feat. Lagique)",Ofenbach,804606,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
127,Perfect,"Ed Sheeran",802720,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
128,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",802515,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
129,"TE MUDASTE","Bad Bunny",801747,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
130,"everything i wanted","Billie Eilish",793538,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
131,"Daddy Issues","The Neighbourhood",793533,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
132,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",790777,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
133,"love race (feat. Kellin Quinn)","Machine Gun Kelly",789290,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
134,"Savage Love (Laxed - Siren Beat)","Jawsh 685",785742,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
135,"Blueberry Faygo","Lil Mosey",784516,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
136,"At My Worst","Pink Sweat$",779561,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
137,Aloha,Maluma,778847,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
138,SugarCrash!,ElyOtto,778555,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
139,"Lonely (with benny blanco)","Justin Bieber",776525,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
140,"The Nights",Avicii,775908,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
141,"La Nota","Manuel Turizo",774434,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
142,"Just the Way You Are","Bruno Mars",772362,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
143,"Breaking Me",Topic,771291,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
144,"Wishing Well","Juice WRLD",767641,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
145,Paradigmas,"Jorge & Mateus",766895,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
146,HOLIDAY,"Lil Nas X",763806,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
147,Golden,"Harry Styles",762640,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
148,"Só Não Divulga","Fernando & Sorocaba",761660,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
149,"Shy Away","Twenty One Pilots",760791,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
150,"No Te Enamores - Remix",Milly,759691,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
151,"Laugh Now Cry Later (feat. Lil Durk)",Drake,759233,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
152,"On The Ground",ROSÉ,758127,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
153,"HIGHEST IN THE ROOM","Travis Scott",757479,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
154,"SICKO MODE","Travis Scott",756063,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
155,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",754444,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
156,"All of Me","John Legend",752932,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
157,"Wake Me Up",Avicii,751706,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
158,Yellow,Coldplay,747923,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
159,"my ex's best friend (with blackbear)","Machine Gun Kelly",747375,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
160,"Another One Bites The Dust - Remastered 2011",Queen,746703,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
161,"Jocelyn Flores",XXXTENTACION,743396,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
162,"7 rings","Ariana Grande",739557,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
163,"Every Breath You Take","The Police",739008,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
164,Riptide,"Vance Joy",737790,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
165,"when the party's over","Billie Eilish",733222,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
166,"Break My Heart","Dua Lipa",733209,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
167,Falling,"Harry Styles",733205,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
168,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",730743,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
169,"The Hills","The Weeknd",730620,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
170,"Girl From Rio",Anitta,729357,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
171,"LET IT GO (feat. Justin Bieber & 21 Savage)","DJ Khaled",728577,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX
172,"Bubblegum Bitch",MARINA,728369,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
173,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",727850,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
174,"Do I Wanna Know?","Arctic Monkeys",726774,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
175,"Somebody That I Used To Know",Gotye,726004,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
176,Choker,"Twenty One Pilots",724659,https://open.spotify.com/track/3ydI3CesHBnaY01Qff9jOr
177,"Ride It",Regard,723940,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
178,"Mr. Brightside","The Killers",722789,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
179,Freaks,"Surf Curse",717958,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
180,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",716119,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
181,"Não Pode Se Apaixonar","Xand Avião",713267,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
182,"Dick (feat. Doja Cat)",StarBoi3,707978,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
183,"Machu Picchu",Camilo,707280,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
184,"Life Is Good (feat. Drake)",Future,707046,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
185,Closer,"The Chainsmokers",704286,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
186,"Counting Stars",OneRepublic,703557,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
187,Robbery,"Juice WRLD",701961,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
188,"Vida Louca","Mc Poze do Rodo",700455,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
189,"Come & Go (with Marshmello)","Juice WRLD",695789,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
190,512,Mora,693656,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
191,Dior,"Pop Smoke",692737,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
192,"Smells Like Teen Spirit",Nirvana,691097,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
193,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",691081,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
194,"Rain On Me (with Ariana Grande)","Lady Gaga",687066,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
195,SAD!,XXXTENTACION,686521,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
196,"All Girls Are The Same","Juice WRLD",684078,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
197,"The Real Slim Shady",Eminem,682319,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
198,Falling,"Trevor Daniel",682080,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
199,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",680724,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
200,"Take on Me",a-ha,680372,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
