,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
22,"Heartbreak Anniversary",Giveon,2592392,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
23,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",2492042,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
24,"i n t e r l u d e","J. Cole",2363600,https://open.spotify.com/track/2gyYjQWXKxemhAyMPgctIx
25,Runaway,AURORA,2245987,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
26,"Hold On","Justin Bieber",2139159,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
27,"Save Your Tears","The Weeknd",2106440,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
28,Up,"Cardi B",2079440,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
29,Bandido,"Myke Towers",2018988,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
30,"Mood (feat. iann dior)",24kGoldn,2002358,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
31,"EL MAKINON","KAROL G",1989318,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
32,"Your Love (9PM)",ATB,1943600,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
33,"Heat Waves","Glass Animals",1913776,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
34,"Goosebumps - Remix","Travis Scott",1872091,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
35,911,Sech,1861028,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
36,"Watermelon Sugar","Harry Styles",1860791,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
37,Arcade,"Duncan Laurence",1827269,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
38,Streets,"Doja Cat",1819959,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
39,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1784673,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
40,"LA NOCHE DE ANOCHE","Bad Bunny",1755191,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
41,"Don't Start Now","Dua Lipa",1716056,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
42,"Higher Power",Coldplay,1706940,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
43,Dynamite,BTS,1702054,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
44,BED,"Joel Corry",1689705,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
45,"Someone You Loved","Lewis Capaldi",1619999,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
46,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1597742,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
47,"Calling My Phone","Lil Tjay",1596158,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
48,"Head & Heart (feat. MNEK)","Joel Corry",1562471,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
49,"We're Good","Dua Lipa",1510845,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
50,"WITHOUT YOU","The Kid LAROI",1495025,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
51,"Volta Bebê, Volta Neném","Dj Guuga",1472919,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
52,"Talking to the Moon","Bruno Mars",1463726,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
53,Rasputin,Majestic,1432397,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
54,positions,"Ariana Grande",1421266,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
55,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1418219,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
56,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",1414725,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
57,"Best Friend (feat. Doja Cat)",Saweetie,1379590,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
58,"Hecha Pa' Mi",Boza,1369601,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
59,"Dance Monkey","Tones And I",1363095,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
60,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1334851,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
61,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1322432,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
62,"Paradise (feat. Dermot Kennedy)",MEDUZA,1317405,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
63,"Ella No Es Tuya - Remix","Rochy RD",1314883,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
64,"Cover Me In Sunshine",P!nk,1302650,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
65,"Sweater Weather","The Neighbourhood",1294813,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
66,"Good Days",SZA,1266506,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
67,Bipolar,"Mc Davi",1252827,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
68,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1249491,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
69,"Wants and Needs (feat. Lil Baby)",Drake,1248266,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
70,"Roses - Imanbek Remix","SAINt JHN",1227553,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
71,34+35,"Ariana Grande",1201832,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
72,Miénteme,TINI,1191586,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
73,Levitating,"Dua Lipa",1182340,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
74,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",1182076,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
75,"Never Left","Lil Tecca",1174356,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
76,Anyone,"Justin Bieber",1156785,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
77,Reloj,"Rauw Alejandro",1153714,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
78,"My Head & My Heart","Ava Max",1148024,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
79,"WAP (feat. Megan Thee Stallion)","Cardi B",1143065,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
80,512,Mora,1136942,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
81,2/Catorce,"Rauw Alejandro",1136762,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t
82,"lovely (with Khalid)","Billie Eilish",1132335,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
83,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,1130817,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
84,"Disco Arranhado - Funk Remix",Malu,1124062,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
85,"Before You Go","Lewis Capaldi",1106416,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
86,"GIRL LIKE ME","Black Eyed Peas",1097726,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
87,Hawái,Maluma,1094920,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
88,Whoopty,CJ,1084278,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
89,"Liberdade (Quando o Grave Bate Forte)",Alok,1081260,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
90,Circles,"Post Malone",1078578,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
91,"you broke me first","Tate McRae",1076884,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
92,"Wasted Love (feat. Lagique)",Ofenbach,1075642,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
93,"Follow You","Imagine Dragons",1074486,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
94,Shallow,"Lady Gaga",1067225,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
95,"bad guy","Billie Eilish",1062654,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
96,"Dick (feat. Doja Cat)",StarBoi3,1052944,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
97,"Tipo Gin - Ao Vivo","MC Kevin o Chris",1050194,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
98,"In the morning",ITZY,1043540,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
99,"Therefore I Am","Billie Eilish",1033865,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
100,"Solid (feat. Drake)","Young Stoner Life",1031677,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
101,"What You Know Bout Love","Pop Smoke",1030373,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
102,goosebumps,"Travis Scott",1028520,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
103,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1028206,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
104,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1028174,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
105,"Tapão Na Raba","Raí Saia Rodada",1023067,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
106,"Another Love","Tom Odell",1022638,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
107,"Martin & Gina","Polo G",1019630,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
108,Believer,"Imagine Dragons",1015823,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
109,BICHOTA,"KAROL G",1003641,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
110,Heather,"Conan Gray",999117,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
111,Aloha,Maluma,996016,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
112,Paradigmas,"Jorge & Mateus",992477,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
113,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",988517,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
114,Memories,"Maroon 5",986325,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
115,Señorita,"Shawn Mendes",980227,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
116,"Holy (feat. Chance The Rapper)","Justin Bieber",969925,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
117,"Shape of You","Ed Sheeran",965136,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
118,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",960340,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
119,"Travesuras - Remix","Nio Garcia",955069,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
120,"Dreams - 2004 Remaster","Fleetwood Mac",951095,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
121,"Bohemian Rhapsody - Remastered 2011",Queen,948199,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
122,"Breaking Me",Topic,946657,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
123,"Lucid Dreams","Juice WRLD",946645,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
124,"Adore You","Harry Styles",945375,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
125,"Facas - Ao Vivo","Diego & Victor Hugo",940665,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
126,"Só Não Divulga","Fernando & Sorocaba",922239,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
127,"death bed (coffee for your head)",Powfu,921495,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
128,Freaks,"Surf Curse",918077,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
129,"Ele É Ele, Eu Sou Eu","Wesley Safadão",917262,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
130,"Take Me To Church",Hozier,911741,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
131,"Savage Love (Laxed - Siren Beat)","Jawsh 685",910342,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
132,"TE MUDASTE","Bad Bunny",906831,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
133,"La Nota","Manuel Turizo",901117,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
134,Body,"Russ Millions",891747,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
135,"No Te Enamores - Remix",Milly,891022,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
136,"Break My Heart","Dua Lipa",890220,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
137,Perfect,"Ed Sheeran",886161,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
138,"Slumber Party (feat. Princess Nokia)",Ashnikko,881565,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
139,"Ride It",Regard,878913,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
140,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,878615,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
141,You,Regard,874880,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
142,"What’s Next",Drake,872072,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
143,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",871602,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
144,Golden,"Harry Styles",869925,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
145,"The Box","Roddy Ricch",864483,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
146,"Another One Bites The Dust - Remastered 2011",Queen,861680,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
147,"Say You Won't Let Go","James Arthur",854842,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
148,Yellow,Coldplay,852681,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
149,"The Nights",Avicii,852085,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
150,"Every Breath You Take","The Police",851753,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
151,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",849394,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
152,"Wake Me Up",Avicii,847103,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
153,Run,OneRepublic,846012,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
154,"HIGHEST IN THE ROOM","Travis Scott",844007,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
155,"Blueberry Faygo","Lil Mosey",837536,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
156,"7 rings","Ariana Grande",836057,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
157,"Laugh Now Cry Later (feat. Lil Durk)",Drake,834848,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
158,"Just the Way You Are","Bruno Mars",834123,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
159,"Cloud 9","Beach Bunny",832391,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
160,HOLIDAY,"Lil Nas X",832183,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
161,"What You Need","Don Toliver",825392,https://open.spotify.com/track/6LcX2hBbXaJcK4AuefE936
162,PROBLEMA,"Daddy Yankee",825036,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
163,"Fan de Tus Fotos","Nicky Jam",824223,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
164,Explícito,"Myke Towers",820781,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
165,Extasy,"187 Strassenbande",819330,https://open.spotify.com/track/5OqIKA0ETzvxocl2IS7nV6
166,"SICKO MODE","Travis Scott",818666,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
167,"Rain On Me (with Ariana Grande)","Lady Gaga",817174,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
168,"Me Fije","Alex Rose",816205,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw
169,"Daddy Issues","The Neighbourhood",815408,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
170,"All of Me","John Legend",811474,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
171,"Machu Picchu",Camilo,811174,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
172,"my ex's best friend (with blackbear)","Machine Gun Kelly",808121,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
173,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",807659,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
174,"Mr. Brightside","The Killers",806293,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
175,"Vida Louca","Mc Poze do Rodo",805287,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
176,"Ramen & OJ","Joyner Lucas",800812,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
177,"Mi Niña",Wisin,799620,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
178,"Little Bit of Love","Tom Grennan",798657,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
179,"Take on Me",a-ha,796052,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
180,"Counting Stars",OneRepublic,795651,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
181,Riptide,"Vance Joy",795202,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
182,"Lonely (with benny blanco)","Justin Bieber",792145,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
183,"everything i wanted","Billie Eilish",791768,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
184,"No Role Modelz","J. Cole",791263,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
185,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",787250,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
186,"Wishing Well","Juice WRLD",786682,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
187,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",786272,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
188,"The Hills","The Weeknd",782266,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
189,"Life Is Good (feat. Drake)",Future,782189,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
190,Dior,"Pop Smoke",781448,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
191,"Somebody That I Used To Know",Gotye,778278,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
192,"Smells Like Teen Spirit",Nirvana,776041,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
193,"The Real Slim Shady",Eminem,774276,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
194,"Bubblegum Bitch",MARINA,772221,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
195,"Do I Wanna Know?","Arctic Monkeys",769879,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
196,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",769343,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
197,"Jocelyn Flores",XXXTENTACION,769332,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
198,Closer,"The Chainsmokers",766419,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
199,"Não Pode Se Apaixonar","Xand Avião",765666,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
200,SugarCrash!,ElyOtto,764577,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
