,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,Runaway,AURORA,2379201,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
21,DÁKITI,"Bad Bunny",2351369,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
22,"The Business",Tiësto,2325285,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
23,"Hold On","Justin Bieber",2179745,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
24,"Save Your Tears","The Weeknd",2023841,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
25,Up,"Cardi B",2015025,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
26,Arcade,"Duncan Laurence",1863350,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
27,"Mood (feat. iann dior)",24kGoldn,1858257,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
28,"Heat Waves","Glass Animals",1855203,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
29,Streets,"Doja Cat",1808227,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
30,"Your Love (9PM)",ATB,1766691,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
31,Bandido,"Myke Towers",1752622,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
32,"Goosebumps - Remix","Travis Scott",1747023,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
33,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1745685,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
34,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",1694464,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
35,"Watermelon Sugar","Harry Styles",1679076,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
36,Dynamite,BTS,1671516,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
37,911,Sech,1667380,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
38,"EL MAKINON","KAROL G",1662543,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
39,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",1648010,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
40,"Someone You Loved","Lewis Capaldi",1630731,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
41,"Calling My Phone","Lil Tjay",1625709,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
42,"Don't Start Now","Dua Lipa",1549798,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"LA NOCHE DE ANOCHE","Bad Bunny",1538555,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
44,BED,"Joel Corry",1532018,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
45,"WITHOUT YOU","The Kid LAROI",1517805,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
46,"Talking to the Moon","Bruno Mars",1513558,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
47,"We're Good","Dua Lipa",1446305,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
48,"Best Friend (feat. Doja Cat)",Saweetie,1394827,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
49,"Head & Heart (feat. MNEK)","Joel Corry",1375073,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
50,positions,"Ariana Grande",1361488,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
51,"Sweater Weather","The Neighbourhood",1354500,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
52,"Good Days",SZA,1329571,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
53,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",1317291,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
54,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1287252,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
55,"Paradise (feat. Dermot Kennedy)",MEDUZA,1281146,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
56,"Wants and Needs (feat. Lil Baby)",Drake,1261490,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
57,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1239761,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
58,"lovely (with Khalid)","Billie Eilish",1215285,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
59,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1208755,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
60,"Hecha Pa' Mi",Boza,1180814,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
61,34+35,"Ariana Grande",1175878,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
62,"Ella No Es Tuya - Remix","Rochy RD",1169436,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
63,"Dance Monkey","Tones And I",1168940,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
64,"Cover Me In Sunshine",P!nk,1168480,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
65,Anyone,"Justin Bieber",1163987,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
66,"In the morning",ITZY,1159646,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
67,"Before You Go","Lewis Capaldi",1133117,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
68,"My Head & My Heart","Ava Max",1131393,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
69,"Roses - Imanbek Remix","SAINt JHN",1122428,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
70,"you broke me first","Tate McRae",1114245,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
71,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1112680,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
72,Levitating,"Dua Lipa",1098373,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
73,"Another Love","Tom Odell",1088567,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
74,"bad guy","Billie Eilish",1077535,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
75,"Solid (feat. Drake)","Young Stoner Life",1073599,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
76,"Therefore I Am","Billie Eilish",1070237,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
77,Heather,"Conan Gray",1040580,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
78,Whoopty,CJ,1033045,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
79,Circles,"Post Malone",1032328,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
80,"WAP (feat. Megan Thee Stallion)","Cardi B",1030050,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
81,"Follow You","Imagine Dragons",1019993,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
82,"Martin & Gina","Polo G",1017293,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
83,Reloj,"Rauw Alejandro",1012485,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
84,Shallow,"Lady Gaga",1007217,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
85,Rasputin,Majestic,998833,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
86,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,973609,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
87,"Holy (feat. Chance The Rapper)","Justin Bieber",973513,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
88,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",970241,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
89,"What You Know Bout Love","Pop Smoke",969214,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
90,"GIRL LIKE ME","Black Eyed Peas",954258,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
91,Believer,"Imagine Dragons",948776,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
92,Miénteme,TINI,945110,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
93,Memories,"Maroon 5",943435,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
94,"Wasted Love (feat. Lagique)",Ofenbach,942917,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
95,Hawái,Maluma,936383,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
96,goosebumps,"Travis Scott",936208,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
97,"Prisoner (feat. Dua Lipa)","Miley Cyrus",933841,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
98,You,Regard,924795,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
99,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",920784,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
100,"Take Me To Church",Hozier,920238,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
101,Señorita,"Shawn Mendes",919998,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
102,"Adore You","Harry Styles",914364,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
103,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",913152,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
104,"Slumber Party (feat. Princess Nokia)",Ashnikko,911155,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
105,"Shape of You","Ed Sheeran",908122,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
106,"durag activity (with Travis Scott)","Baby Keem",907652,https://open.spotify.com/track/4JJcP0Rv9AgyPD6ZGaC8EE
107,"Volta Bebê, Volta Neném","Dj Guuga",907501,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
108,"Say You Won't Let Go","James Arthur",906042,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
109,"Lucid Dreams","Juice WRLD",904970,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
110,Body,"Russ Millions",904871,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
111,"everything i wanted","Billie Eilish",897568,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
112,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",890796,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
113,"What’s Next",Drake,889580,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
114,"death bed (coffee for your head)",Powfu,887529,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
115,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",878557,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
116,Aloha,Maluma,876145,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
117,"Cloud 9","Beach Bunny",873912,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
118,"Dick (feat. Doja Cat)",StarBoi3,873128,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
119,Freaks,"Surf Curse",870478,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
120,Perfect,"Ed Sheeran",865322,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
121,"Daddy Issues","The Neighbourhood",864313,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
122,"Breaking Me",Topic,855904,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
123,BICHOTA,"KAROL G",853457,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
124,512,Mora,846681,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
125,"Just the Way You Are","Bruno Mars",842428,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
126,Yellow,Coldplay,839312,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
127,"Lonely (with benny blanco)","Justin Bieber",823788,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
128,"All of Me","John Legend",823657,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
129,"Travesuras - Remix","Nio Garcia",821609,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
130,Golden,"Harry Styles",820194,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
131,"my ex's best friend (with blackbear)","Machine Gun Kelly",819410,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
132,"The Box","Roddy Ricch",818003,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
133,"Break My Heart","Dua Lipa",815392,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
134,"The Nights",Avicii,813063,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
135,"At My Worst","Pink Sweat$",812922,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
136,"La Nota","Manuel Turizo",812009,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
137,"TE MUDASTE","Bad Bunny",810944,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
138,Falling,"Harry Styles",809787,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
139,"HIGHEST IN THE ROOM","Travis Scott",809331,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
140,"Dreams - 2004 Remaster","Fleetwood Mac",807717,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
141,"Bohemian Rhapsody - Remastered 2011",Queen,802233,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
142,"On The Ground",ROSÉ,800836,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
143,"7 rings","Ariana Grande",800760,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
144,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",795763,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
145,"No Te Enamores - Remix",Milly,793891,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
146,"Laugh Now Cry Later (feat. Lil Durk)",Drake,793247,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
147,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",792988,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
148,"Savage Love (Laxed - Siren Beat)","Jawsh 685",790608,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
149,"Wake Me Up",Avicii,786222,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
150,"Shy Away","Twenty One Pilots",784420,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
151,"POPSTAR (feat. Drake)","DJ Khaled",784218,https://open.spotify.com/track/1sbEeUY8KsdvgiQi26JBFz
152,"love race (feat. Kellin Quinn)","Machine Gun Kelly",783473,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
153,"If the World Was Ending - feat. Julia Michaels","JP Saxe",782924,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
154,"SICKO MODE","Travis Scott",778883,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
155,"Ride It",Regard,776800,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
156,"Jocelyn Flores",XXXTENTACION,776623,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
157,"Blueberry Faygo","Lil Mosey",775698,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
158,"when the party's over","Billie Eilish",775369,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
159,"Ramen & OJ","Joyner Lucas",773101,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
160,"Do I Wanna Know?","Arctic Monkeys",771821,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
161,"Somebody That I Used To Know",Gotye,768332,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
162,"Bubblegum Bitch",MARINA,768283,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
163,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",768039,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
164,"Life Is Good (feat. Drake)",Future,767850,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
165,HOLIDAY,"Lil Nas X",767597,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
166,"Rain On Me (with Ariana Grande)","Lady Gaga",765344,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
167,"Machu Picchu",Camilo,763401,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
168,"Disco Arranhado - Funk Remix",Malu,762311,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
169,"Little Bit of Love","Tom Grennan",762140,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
170,"Counting Stars",OneRepublic,759592,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
171,"Liberdade (Quando o Grave Bate Forte)",Alok,759136,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
172,"The Hills","The Weeknd",758831,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
173,Closer,"The Chainsmokers",756058,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
174,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,755805,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
175,"Wishing Well","Juice WRLD",755181,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
176,SugarCrash!,ElyOtto,750856,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
177,Dior,"Pop Smoke",749805,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
178,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",748687,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
179,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",742749,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
180,"Otra Noche Sin Ti","J Balvin",742433,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
181,"LET IT GO (feat. Justin Bieber & 21 Savage)","DJ Khaled",741337,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX
182,Riptide,"Vance Joy",740737,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
183,"Train Wreck","James Arthur",740496,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
184,"Every Breath You Take","The Police",739742,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
185,"Another One Bites The Dust - Remastered 2011",Queen,739298,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
186,"Smells Like Teen Spirit",Nirvana,736483,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
187,"The Real Slim Shady",Eminem,735636,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
188,"No Role Modelz","J. Cole",733638,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
189,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",727654,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
190,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",726459,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
191,"Godzilla (feat. Juice WRLD)",Eminem,726361,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
192,"Mr. Brightside","The Killers",722581,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
193,"Fan de Tus Fotos","Nicky Jam",721154,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
194,"Come & Go (with Marshmello)","Juice WRLD",720907,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
195,"Stuck with U (with Justin Bieber)","Ariana Grande",717721,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
196,Robbery,"Juice WRLD",716241,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
197,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",715844,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
198,Explícito,"Myke Towers",714353,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
199,"Floating Through Space",Sia,709256,https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb
200,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",707993,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
