,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,Dynamite,BTS,1680181,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
36,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1675171,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
37,"Watermelon Sugar","Harry Styles",1657066,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
38,"EL MAKINON","KAROL G",1645748,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
39,"Calling My Phone","Lil Tjay",1596894,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
40,"Someone You Loved","Lewis Capaldi",1579458,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
41,"LA NOCHE DE ANOCHE","Bad Bunny",1507235,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
42,"Talking to the Moon","Bruno Mars",1506631,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
43,"Don't Start Now","Dua Lipa",1498221,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
44,"WITHOUT YOU","The Kid LAROI",1496401,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
45,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",1433817,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
46,BED,"Joel Corry",1424148,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
47,"We're Good","Dua Lipa",1404364,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
48,"Best Friend (feat. Doja Cat)",Saweetie,1349310,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
49,"Sweater Weather","The Neighbourhood",1313169,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
50,"Head & Heart (feat. MNEK)","Joel Corry",1305684,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
51,positions,"Ariana Grande",1301526,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
52,"Good Days",SZA,1290510,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
53,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1257394,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
54,"Paradise (feat. Dermot Kennedy)",MEDUZA,1246842,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
55,"lovely (with Khalid)","Billie Eilish",1219455,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
56,"In the morning",ITZY,1197636,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
57,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1194932,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
58,"Ella No Es Tuya - Remix","Rochy RD",1191530,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
59,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",1185060,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
60,"Hecha Pa' Mi",Boza,1174991,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
61,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1170790,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
62,"Cover Me In Sunshine",P!nk,1165321,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
63,"Wants and Needs (feat. Lil Baby)",Drake,1162758,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
64,Anyone,"Justin Bieber",1160603,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
65,34+35,"Ariana Grande",1150563,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
66,"Dance Monkey","Tones And I",1129948,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
67,"Before You Go","Lewis Capaldi",1109835,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
68,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1100262,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
69,"My Head & My Heart","Ava Max",1093850,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
70,"Therefore I Am","Billie Eilish",1093039,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
71,"Roses - Imanbek Remix","SAINt JHN",1091490,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
72,"you broke me first","Tate McRae",1088991,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
73,"Another Love","Tom Odell",1087073,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
74,"bad guy","Billie Eilish",1056037,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
75,Levitating,"Dua Lipa",1053431,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
76,"Solid (feat. Drake)","Young Stoner Life",1030026,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
77,Heather,"Conan Gray",1017965,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
78,Circles,"Post Malone",1012237,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
79,Whoopty,CJ,1004081,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
80,"WAP (feat. Megan Thee Stallion)","Cardi B",1000613,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
81,"Martin & Gina","Polo G",991888,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
82,Reloj,"Rauw Alejandro",980814,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
83,"Holy (feat. Chance The Rapper)","Justin Bieber",980034,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
84,"Follow You","Imagine Dragons",977457,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
85,Shallow,"Lady Gaga",975848,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
86,"Volta Bebê, Volta Neném","Dj Guuga",975043,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
87,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,972110,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
88,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",959373,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
89,"What You Know Bout Love","Pop Smoke",947180,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
90,Believer,"Imagine Dragons",929575,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
91,"GIRL LIKE ME","Black Eyed Peas",919560,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
92,"durag activity (with Travis Scott)","Baby Keem",915085,https://open.spotify.com/track/4JJcP0Rv9AgyPD6ZGaC8EE
93,Body,"Russ Millions",914880,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
94,Memories,"Maroon 5",912693,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
95,"Prisoner (feat. Dua Lipa)","Miley Cyrus",910033,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
96,"Take Me To Church",Hozier,908496,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
97,"Slumber Party (feat. Princess Nokia)",Ashnikko,906324,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
98,Rasputin,Majestic,905566,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
99,Hawái,Maluma,902747,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
100,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",900880,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
101,You,Regard,899949,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
102,"Wasted Love (feat. Lagique)",Ofenbach,898503,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
103,goosebumps,"Travis Scott",898475,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
104,"Lucid Dreams","Juice WRLD",895688,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
105,"everything i wanted","Billie Eilish",894417,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
106,"Adore You","Harry Styles",889774,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
107,"death bed (coffee for your head)",Powfu,889437,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
108,"Say You Won't Let Go","James Arthur",888257,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
109,"Shape of You","Ed Sheeran",881425,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
110,Miénteme,TINI,874422,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
111,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",870554,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
112,"Cloud 9","Beach Bunny",869439,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
113,"What’s Next",Drake,867113,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
114,Señorita,"Shawn Mendes",861831,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
115,BICHOTA,"KAROL G",859429,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
116,"love race (feat. Kellin Quinn)","Machine Gun Kelly",854321,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
117,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",854144,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
118,"Daddy Issues","The Neighbourhood",852744,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
119,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",852046,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
120,Perfect,"Ed Sheeran",843817,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
121,Aloha,Maluma,835090,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
122,"when the party's over","Billie Eilish",833524,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
123,"Lonely (with benny blanco)","Justin Bieber",832633,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
124,"LET IT GO (feat. Justin Bieber & 21 Savage)","DJ Khaled",832608,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX
125,"Travesuras - Remix","Nio Garcia",827681,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
126,"POPSTAR (feat. Drake)","DJ Khaled",825831,https://open.spotify.com/track/1sbEeUY8KsdvgiQi26JBFz
127,"Just the Way You Are","Bruno Mars",825830,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
128,"Shy Away","Twenty One Pilots",824129,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
129,"At My Worst","Pink Sweat$",819939,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
130,"Breaking Me",Topic,819685,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
131,"On The Ground",ROSÉ,814707,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
132,Yellow,Coldplay,812347,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
133,"The Nights",Avicii,806119,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
134,Golden,"Harry Styles",805105,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
135,"All of Me","John Legend",802004,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
136,"TE MUDASTE","Bad Bunny",800454,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
137,Freaks,"Surf Curse",800244,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
138,Falling,"Harry Styles",798302,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
139,"Bohemian Rhapsody - Remastered 2011",Queen,795380,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
140,Choker,"Twenty One Pilots",794957,https://open.spotify.com/track/3ydI3CesHBnaY01Qff9jOr
141,"The Box","Roddy Ricch",794313,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
142,"Disco Arranhado - Funk Remix",Malu,791206,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
143,"my ex's best friend (with blackbear)","Machine Gun Kelly",790542,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
144,"No Te Enamores - Remix",Milly,789578,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
145,"Dreams - 2004 Remaster","Fleetwood Mac",787219,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
146,"Break My Heart","Dua Lipa",784871,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
147,"La Nota","Manuel Turizo",781843,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
148,"Dick (feat. Doja Cat)",StarBoi3,781523,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
149,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",780448,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
150,"Liberdade (Quando o Grave Bate Forte)",Alok,779779,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
151,"7 rings","Ariana Grande",775221,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
152,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",774881,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
153,"HIGHEST IN THE ROOM","Travis Scott",774696,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
154,"Savage Love (Laxed - Siren Beat)","Jawsh 685",772408,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
155,"Jocelyn Flores",XXXTENTACION,770896,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
156,"Wake Me Up",Avicii,770680,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
157,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,768549,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
158,HOLIDAY,"Lil Nas X",768184,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
159,"Bubblegum Bitch",MARINA,767217,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
160,SugarCrash!,ElyOtto,766059,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
161,"Do I Wanna Know?","Arctic Monkeys",765570,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
162,"Blueberry Faygo","Lil Mosey",765520,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
163,"Laugh Now Cry Later (feat. Lil Durk)",Drake,765344,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
164,"Somebody That I Used To Know",Gotye,759388,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
165,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",759357,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
166,"Machu Picchu",Camilo,755390,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
167,"SICKO MODE","Travis Scott",754121,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
168,"Wishing Well","Juice WRLD",752000,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
169,"Otra Noche Sin Ti","J Balvin",751097,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
170,"Life Is Good (feat. Drake)",Future,745963,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
171,"If the World Was Ending - feat. Julia Michaels","JP Saxe",745325,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
172,"The Hills","The Weeknd",743828,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
173,"Rain On Me (with Ariana Grande)","Lady Gaga",742181,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
174,Riptide,"Vance Joy",740366,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
175,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",739591,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
176,"Ride It",Regard,736929,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
177,"Counting Stars",OneRepublic,736214,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
178,"Ramen & OJ","Joyner Lucas",734847,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
179,Closer,"The Chainsmokers",731111,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
180,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",730060,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
181,"Another One Bites The Dust - Remastered 2011",Queen,720733,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
182,"Train Wreck","James Arthur",720394,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
183,512,Mora,719028,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
184,"Smells Like Teen Spirit",Nirvana,718846,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
185,"The Real Slim Shady",Eminem,716425,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
186,Dior,"Pop Smoke",714517,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
187,"Every Breath You Take","The Police",711750,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
188,"Mr. Brightside","The Killers",709445,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
189,Robbery,"Juice WRLD",708268,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
190,"Come & Go (with Marshmello)","Juice WRLD",705959,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
191,"Little Bit of Love","Tom Grennan",704984,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
192,"Godzilla (feat. Juice WRLD)",Eminem,702382,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
193,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",701820,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
194,"Life Goes On",BTS,700697,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
195,"The Night We Met","Lord Huron",699134,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
196,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",696501,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
197,"Fan de Tus Fotos","Nicky Jam",693780,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
198,"Girl From Rio",Anitta,693595,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
199,"Stressed Out","Twenty One Pilots",693418,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
200,"Something Just Like This","The Chainsmokers",693364,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
