,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
87,"Lonely (with benny blanco)","Justin Bieber",952615,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
88,Believer,"Imagine Dragons",939716,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
89,"Prisoner (feat. Dua Lipa)","Miley Cyrus",937605,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
90,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",936137,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
91,Hawái,Maluma,930710,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
92,Señorita,"Shawn Mendes",930247,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
93,"Wasted Love (feat. Lagique)",Ofenbach,930024,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
94,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",928461,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
95,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",923743,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
96,"On The Ground",ROSÉ,923030,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
97,"death bed (coffee for your head)",Powfu,921518,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
98,Memories,"Maroon 5",919343,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
99,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",917251,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
100,BICHOTA,"KAROL G",915039,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
101,"Volta Bebê, Volta Neném","Dj Guuga",914662,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
102,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",910821,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
103,"Lucid Dreams","Juice WRLD",910566,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
104,"Adore You","Harry Styles",907915,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
105,"Take Me To Church",Hozier,906500,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
106,"Say You Won't Let Go","James Arthur",905150,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
107,goosebumps,"Travis Scott",901250,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
108,"Cloud 9","Beach Bunny",898945,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
109,"bad guy","Billie Eilish",886678,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
110,"At My Worst","Pink Sweat$",875555,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
111,"Shape of You","Ed Sheeran",858678,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,"The Hills","The Weeknd",858628,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
113,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",853347,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
114,Perfect,"Ed Sheeran",853285,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
115,"Daddy Issues","The Neighbourhood",851421,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
116,"Breaking Me",Topic,846167,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
117,HOLIDAY,"Lil Nas X",842013,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
118,"As I Am (feat. Khalid)","Justin Bieber",836039,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
119,"La Nota","Manuel Turizo",829358,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
120,Rasputin,Majestic,828177,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
121,"Laugh Now Cry Later (feat. Lil Durk)",Drake,826251,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
122,"TE MUDASTE","Bad Bunny",825126,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
123,Golden,"Harry Styles",824491,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
124,SugarCrash!,ElyOtto,824400,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
125,Body,"Russ Millions",823512,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
126,"The Nights",Avicii,822841,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
127,"Disco Arranhado - Funk Remix",Malu,819802,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
128,"Dreams - 2004 Remaster","Fleetwood Mac",819374,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
129,"The Box","Roddy Ricch",818191,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
130,"Somebody That I Used To Know",Gotye,811577,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
131,"All of Me","John Legend",810928,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
132,"Savage Love (Laxed - Siren Beat)","Jawsh 685",809406,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
133,Falling,"Harry Styles",808687,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
134,"Just the Way You Are","Bruno Mars",807973,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
135,"Break My Heart","Dua Lipa",800218,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
136,"Travesuras - Remix","Nio Garcia",797684,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
137,"Bubblegum Bitch",MARINA,796220,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
138,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",796170,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
139,"No Te Enamores - Remix",Milly,794380,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
140,"7 rings","Ariana Grande",792416,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
141,"Blueberry Faygo","Lil Mosey",791317,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
142,"Liberdade (Quando o Grave Bate Forte)",Alok,789955,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
143,"HIGHEST IN THE ROOM","Travis Scott",788896,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
144,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",787394,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
145,"Bohemian Rhapsody - Remastered 2011",Queen,784922,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
146,"Do I Wanna Know?","Arctic Monkeys",784759,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
147,"Machu Picchu",Camilo,783152,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
148,"my ex's best friend (with blackbear)","Machine Gun Kelly",776576,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
149,Aloha,Maluma,773659,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
150,"Jocelyn Flores",XXXTENTACION,769957,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
151,Yellow,Coldplay,764103,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
152,"If the World Was Ending - feat. Julia Michaels","JP Saxe",761829,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
153,"Rain On Me (with Ariana Grande)","Lady Gaga",758607,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
154,"Ride It",Regard,756201,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
155,"Life Is Good (feat. Drake)",Future,755471,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
156,Goosebumps,HVME,753520,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
157,Riptide,"Vance Joy",753023,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
158,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",750714,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
159,"Film out",BTS,749181,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
160,"Come Through (feat. Chris Brown)",H.E.R.,745526,https://open.spotify.com/track/3krZxyBsWEHfEfJegYaWTd
161,"Life Goes On",BTS,741777,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
162,Dior,"Pop Smoke",741423,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
163,"Counting Stars",OneRepublic,739773,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
164,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",735572,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
165,"Come & Go (with Marshmello)","Juice WRLD",735345,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
166,"SICKO MODE","Travis Scott",730782,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
167,"Train Wreck","James Arthur",728986,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
168,"Put Your Records On","Ritt Momney",728782,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
169,"Mr. Brightside","The Killers",728668,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
170,"Wishing Well","Juice WRLD",727156,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
171,"The Real Slim Shady",Eminem,725147,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
172,Robbery,"Juice WRLD",724861,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
173,"Another One Bites The Dust - Remastered 2011",Queen,724047,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
174,"Godzilla (feat. Juice WRLD)",Eminem,720869,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
175,"Every Breath You Take","The Police",720399,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
176,Closer,"The Chainsmokers",720013,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
177,"Good Without","Mimi Webb",716309,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
178,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",714742,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
179,Krvn,UZI,713773,https://open.spotify.com/track/4a1WLOoydq7u011UG9jjC9
180,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",713586,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
181,"Smells Like Teen Spirit",Nirvana,712488,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
182,"Shy Away","Twenty One Pilots",712134,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
183,Falling,"Trevor Daniel",709921,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
184,"Wake Me Up",Avicii,706574,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
185,SAD!,XXXTENTACION,706378,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
186,"All Girls Are The Same","Juice WRLD",703400,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
187,PROBLEMA,"Daddy Yankee",703273,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
188,"everything i wanted","Billie Eilish",701980,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
189,"In Your Eyes","The Weeknd",701909,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
190,"When I Was Your Man","Bruno Mars",701308,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
191,"hot girl bummer",blackbear,700735,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
192,"Why'd You Only Call Me When You're High?","Arctic Monkeys",699226,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
193,Ski,"Young Stoner Life",692378,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
194,"Something Just Like This","The Chainsmokers",691673,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,Drunk-Dazed,ENHYPEN,689642,https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4
196,"Stressed Out","Twenty One Pilots",685971,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
197,"The Night We Met","Lord Huron",685714,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
198,willow,"Taylor Swift",684917,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
199,"Mi Niña",Wisin,684310,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
200,"Fan de Tus Fotos","Nicky Jam",681456,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
