,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
54,"Ella No Es Tuya - Remix","Rochy RD",1235406,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
55,Anyone,"Justin Bieber",1234770,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
56,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1207874,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
57,"Hecha Pa' Mi",Boza,1183392,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
58,"Volta Bebê, Volta Neném","Dj Guuga",1181212,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
59,"Dance Monkey","Tones And I",1172880,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
60,"Solid (feat. Drake)","Young Stoner Life",1168923,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
61,"Cover Me In Sunshine",P!nk,1148810,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
62,34+35,"Ariana Grande",1141017,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
63,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1140038,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
64,"My Head & My Heart","Ava Max",1113162,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
65,"Wants and Needs (feat. Lil Baby)",Drake,1095157,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
66,"WAP (feat. Megan Thee Stallion)","Cardi B",1079887,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
67,"GIRL LIKE ME","Black Eyed Peas",1075313,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
68,"Roses - Imanbek Remix","SAINt JHN",1067722,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
69,"you broke me first","Tate McRae",1063734,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
70,"Before You Go","Lewis Capaldi",1053182,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
71,"Disco Arranhado - Funk Remix",Malu,1052052,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
72,Whoopty,CJ,1018213,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
73,"Another Love","Tom Odell",1007249,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
74,"What You Know Bout Love","Pop Smoke",1006728,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
75,"lovely (with Khalid)","Billie Eilish",1004191,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
76,Reloj,"Rauw Alejandro",1001213,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
77,"Holy (feat. Chance The Rapper)","Justin Bieber",1000954,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
78,BICHOTA,"KAROL G",984610,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
79,Heather,"Conan Gray",974646,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
80,"What’s Next",Drake,973843,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
81,"Liberdade (Quando o Grave Bate Forte)",Alok,967836,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
82,Circles,"Post Malone",963681,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
83,"Therefore I Am","Billie Eilish",959896,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
84,Hawái,Maluma,959888,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
85,"Tapão Na Raba","Raí Saia Rodada",959816,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
86,"Martin & Gina","Polo G",954446,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
87,Levitating,"Dua Lipa",949627,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
88,Shallow,"Lady Gaga",938711,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
89,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",935041,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
90,"death bed (coffee for your head)",Powfu,916944,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
91,Believer,"Imagine Dragons",913689,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
92,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",901615,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
93,"Lucid Dreams","Juice WRLD",897685,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
94,Señorita,"Shawn Mendes",896948,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
95,"Otra Noche Sin Ti","J Balvin",890131,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
96,goosebumps,"Travis Scott",887716,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
97,"Lonely (with benny blanco)","Justin Bieber",886257,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
98,You,Regard,879376,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
99,"Slumber Party (feat. Princess Nokia)",Ashnikko,878385,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
100,"Facas - Ao Vivo","Diego & Victor Hugo",877904,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
101,"Follow You","Imagine Dragons",877126,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
102,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",866671,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
103,"Prisoner (feat. Dua Lipa)","Miley Cyrus",863488,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
104,Memories,"Maroon 5",863381,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
105,"Dreams - 2004 Remaster","Fleetwood Mac",860868,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
106,"On The Ground",ROSÉ,852556,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
107,"Take Me To Church",Hozier,851876,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
108,"bad guy","Billie Eilish",850892,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
109,"Cloud 9","Beach Bunny",850777,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
110,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",850742,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
111,"Ele É Ele, Eu Sou Eu","Wesley Safadão",849055,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
112,"Wasted Love (feat. Lagique)",Ofenbach,845651,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
113,"Adore You","Harry Styles",837998,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
114,"TE MUDASTE","Bad Bunny",837225,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
115,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",833202,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
116,SugarCrash!,ElyOtto,830341,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
117,"Shape of You","Ed Sheeran",828248,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
118,"Bohemian Rhapsody - Remastered 2011",Queen,825114,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
119,HOLIDAY,"Lil Nas X",821706,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
120,"Say You Won't Let Go","James Arthur",820189,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
121,"The Box","Roddy Ricch",820073,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
122,"The Hills","The Weeknd",818136,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
123,"La Nota","Manuel Turizo",817914,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
124,"Savage Love (Laxed - Siren Beat)","Jawsh 685",817492,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
125,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",812488,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
126,Perfect,"Ed Sheeran",812174,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
127,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",811769,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
128,"At My Worst","Pink Sweat$",807482,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
129,"Blueberry Faygo","Lil Mosey",803920,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
130,"Daddy Issues","The Neighbourhood",803102,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
131,"Laugh Now Cry Later (feat. Lil Durk)",Drake,799273,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
132,"Breaking Me",Topic,788323,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
133,"The Nights",Avicii,788214,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
134,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",777370,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
135,"Travesuras - Remix","Nio Garcia",775884,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
136,Golden,"Harry Styles",773698,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
137,Rasputin,Majestic,773121,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
138,"No Te Enamores - Remix",Milly,770931,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
139,"Somebody That I Used To Know",Gotye,766076,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
140,"Bubblegum Bitch",MARINA,762186,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
141,"All of Me","John Legend",761340,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
142,"As I Am (feat. Khalid)","Justin Bieber",759998,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
143,"Just the Way You Are","Bruno Mars",757004,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
144,"HIGHEST IN THE ROOM","Travis Scott",755313,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
145,Body,"Russ Millions",754411,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
146,Paradigmas,"Jorge & Mateus",753003,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
147,"Another One Bites The Dust - Remastered 2011",Queen,751223,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
148,Falling,"Harry Styles",750847,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
149,"Break My Heart","Dua Lipa",749335,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
150,"Jocelyn Flores",XXXTENTACION,748937,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
151,"Every Breath You Take","The Police",748144,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
152,"7 rings","Ariana Grande",746301,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
153,"Machu Picchu",Camilo,745755,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
154,Riptide,"Vance Joy",745407,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
155,"Não Pode Se Apaixonar","Xand Avião",736683,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
156,"Do I Wanna Know?","Arctic Monkeys",736231,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
157,"Film out",BTS,732832,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
158,"Ride It",Regard,731331,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
159,Aloha,Maluma,727053,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
160,"Wishing Well","Juice WRLD",725307,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
161,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",721287,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
162,"Mr. Brightside","The Killers",720083,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
163,Yellow,Coldplay,719288,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
164,Robbery,"Juice WRLD",714117,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
165,"Come & Go (with Marshmello)","Juice WRLD",713452,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
166,Goosebumps,HVME,710617,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
167,"SICKO MODE","Travis Scott",710472,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
168,"Counting Stars",OneRepublic,708017,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
169,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",706250,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
170,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,703783,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
171,Falling,"Trevor Daniel",703138,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
172,"Vida Louca","Mc Poze do Rodo",702876,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
173,SAD!,XXXTENTACION,700985,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
174,"my ex's best friend (with blackbear)","Machine Gun Kelly",700465,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
175,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",698981,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
176,"Life Is Good (feat. Drake)",Future,696594,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
177,"All Girls Are The Same","Juice WRLD",696099,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
178,Dior,"Pop Smoke",694403,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
179,"Rain On Me (with Ariana Grande)","Lady Gaga",694311,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
180,"Train Wreck","James Arthur",691746,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
181,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",689783,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
182,"Wake Me Up",Avicii,687962,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
183,"Put Your Records On","Ritt Momney",687930,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
184,"If the World Was Ending - feat. Julia Michaels","JP Saxe",686559,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
185,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",686516,https://open.spotify.com/track/0e6NlGJxYlHvAN8SKxad7N
186,Closer,"The Chainsmokers",683547,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
187,"The Real Slim Shady",Eminem,680345,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
188,"Take on Me",a-ha,679391,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
189,"Mi Niña",Wisin,679247,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
190,PROBLEMA,"Daddy Yankee",675299,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
191,"Life Goes On",BTS,674032,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
192,"hot girl bummer",blackbear,672475,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
193,"Godzilla (feat. Juice WRLD)",Eminem,672307,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
194,"Smells Like Teen Spirit",Nirvana,672038,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
195,Payphone,"Maroon 5",664745,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
196,LOCATION,"KAROL G",661808,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
197,Hope,XXXTENTACION,661278,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
198,"In Your Eyes","The Weeknd",661277,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
199,"Why'd You Only Call Me When You're High?","Arctic Monkeys",658644,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
200,"Stressed Out","Twenty One Pilots",658313,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
