,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
140,"Ride It",Regard,819951,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
141,"HIGHEST IN THE ROOM","Travis Scott",816592,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
142,Falling,"Harry Styles",815651,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
143,"Do I Wanna Know?","Arctic Monkeys",814922,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
144,LOCATION,"KAROL G",814062,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
145,"Liberdade (Quando o Grave Bate Forte)",Alok,810930,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
146,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",808863,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
147,Dior,"Pop Smoke",806635,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
148,"Life Is Good (feat. Drake)",Future,798492,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
149,"Jocelyn Flores",XXXTENTACION,794517,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
150,"Another One Bites The Dust - Remastered 2011",Queen,793858,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
151,"If the World Was Ending - feat. Julia Michaels","JP Saxe",792773,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
152,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",790733,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
153,Yellow,Coldplay,784148,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
154,"Life Goes On",BTS,783695,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
155,"Every Breath You Take","The Police",780651,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
156,"Counting Stars",OneRepublic,773816,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
157,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,773496,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
158,Closer,"The Chainsmokers",773491,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
159,willow,"Taylor Swift",768318,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
160,"Train Wreck","James Arthur",767104,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
161,Riptide,"Vance Joy",766807,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
162,"my ex's best friend (with blackbear)","Machine Gun Kelly",766761,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
163,"Wishing Well","Juice WRLD",765774,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
164,"Bubblegum Bitch",MARINA,763668,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
165,"SICKO MODE","Travis Scott",761468,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
166,PROBLEMA,"Daddy Yankee",761200,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
167,"Put Your Records On","Ritt Momney",760605,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
168,"Come & Go (with Marshmello)","Juice WRLD",757807,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
169,"Tapão Na Raba","Raí Saia Rodada",757000,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
170,"Godzilla (feat. Juice WRLD)",Eminem,756301,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
171,Robbery,"Juice WRLD",752853,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
172,"Smells Like Teen Spirit",Nirvana,752770,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
173,"The Nights",Avicii,750672,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
174,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",747669,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO
175,"Mr. Brightside","The Killers",746868,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
176,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",744070,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
177,"Relación - Remix",Sech,743528,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
178,Afterglow,"Ed Sheeran",742657,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
179,"Mi Niña",Wisin,740766,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
180,"Fan de Tus Fotos","Nicky Jam",740527,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
181,Falling,"Trevor Daniel",740264,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
182,"Chica Ideal","Sebastian Yatra",734897,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
183,"All Girls Are The Same","Juice WRLD",732777,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
184,"Stressed Out","Twenty One Pilots",732459,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
185,"everything i wanted","Billie Eilish",731725,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
186,"POPSTAR (feat. Drake)","DJ Khaled",730341,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
187,SAD!,XXXTENTACION,730226,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
188,"The Real Slim Shady",Eminem,729600,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
189,"Why'd You Only Call Me When You're High?","Arctic Monkeys",729372,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
190,"Take You Dancing","Jason Derulo",723820,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
191,"When I Was Your Man","Bruno Mars",720300,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
192,"Something Just Like This","The Chainsmokers",718896,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
193,"hot girl bummer",blackbear,717322,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
194,"In Your Eyes","The Weeknd",714681,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
195,Body,"Russ Millions",714037,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
196,"Una Locura",Ozuna,712886,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
197,"LA CANCIÓN","J Balvin",711703,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
198,Explícito,"Myke Towers",711014,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
199,"In the End","Linkin Park",710101,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
200,"Good Without","Mimi Webb",709655,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
