,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
71,"Ella No Es Tuya - Remix","Rochy RD",1060779,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
72,"Roses - Imanbek Remix","SAINt JHN",1059815,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
73,"Another Love","Tom Odell",1057753,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
74,2/Catorce,"Rauw Alejandro",1055749,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t
75,"Dick (feat. Doja Cat)",StarBoi3,1053745,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
76,"In the morning",ITZY,1044032,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
77,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1034310,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
78,"My Head & My Heart","Ava Max",1022872,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
79,"Never Left","Lil Tecca",1022652,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
80,Heather,"Conan Gray",1014419,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
81,Miénteme,TINI,1003585,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
82,Circles,"Post Malone",995483,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
83,Freaks,"Surf Curse",983467,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
84,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",975032,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
85,Bipolar,"Mc Davi",973746,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
86,"Follow You","Imagine Dragons",972431,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
87,"Martin & Gina","Polo G",971932,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
88,"WAP (feat. Megan Thee Stallion)","Cardi B",959830,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
89,"Therefore I Am","Billie Eilish",954231,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
90,Shallow,"Lady Gaga",954139,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
91,"bad guy","Billie Eilish",952697,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
92,Whoopty,CJ,951258,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
93,512,Mora,947258,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
94,"Solid (feat. Drake)","Young Stoner Life",946099,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
95,Reloj,"Rauw Alejandro",938045,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
96,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",932622,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
97,"Prisoner (feat. Dua Lipa)","Miley Cyrus",925808,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
98,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,924379,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
99,"What You Know Bout Love","Pop Smoke",923360,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
100,Believer,"Imagine Dragons",922857,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
101,"Wasted Love (feat. Lagique)",Ofenbach,920500,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
102,goosebumps,"Travis Scott",918877,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
103,Memories,"Maroon 5",913516,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
104,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",899119,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
105,"Take Me To Church",Hozier,894900,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
106,"GIRL LIKE ME","Black Eyed Peas",892812,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
107,"Adore You","Harry Styles",890352,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
108,"Holy (feat. Chance The Rapper)","Justin Bieber",886044,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
109,Hawái,Maluma,885937,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
110,"Volta Bebê, Volta Neném","Dj Guuga",883879,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
111,"death bed (coffee for your head)",Powfu,876530,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
112,"Say You Won't Let Go","James Arthur",876295,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
113,Señorita,"Shawn Mendes",872658,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
114,"Lucid Dreams","Juice WRLD",871041,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
115,"Shape of You","Ed Sheeran",863141,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
116,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",857912,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
117,Yellow,Coldplay,856730,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
118,"Slumber Party (feat. Princess Nokia)",Ashnikko,844075,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
119,Perfect,"Ed Sheeran",833404,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
120,"Breaking Me",Topic,829683,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
121,"Daddy Issues","The Neighbourhood",828900,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
122,Aloha,Maluma,827216,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
123,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",816449,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
124,"Cloud 9","Beach Bunny",814917,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
125,Body,"Russ Millions",814562,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
126,Run,OneRepublic,808730,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
127,BICHOTA,"KAROL G",804521,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
128,You,Regard,802508,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
129,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",799797,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
130,"Just the Way You Are","Bruno Mars",799566,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
131,"What’s Next",Drake,797142,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
132,Golden,"Harry Styles",794612,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
133,"Dreams - 2004 Remaster","Fleetwood Mac",790295,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
134,"Break My Heart","Dua Lipa",787622,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
135,"All of Me","John Legend",783908,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
136,"my ex's best friend (with blackbear)","Machine Gun Kelly",780150,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
137,"The Nights",Avicii,779553,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
138,"No Role Modelz","J. Cole",775477,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
139,"Bohemian Rhapsody - Remastered 2011",Queen,774507,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
140,"7 rings","Ariana Grande",773213,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
141,"The Box","Roddy Ricch",772920,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
142,Falling,"Harry Styles",770051,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
143,"everything i wanted","Billie Eilish",768833,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
144,"Ramen & OJ","Joyner Lucas",766943,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
145,"Wake Me Up",Avicii,766102,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
146,"Travesuras - Remix","Nio Garcia",763552,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
147,"At My Worst","Pink Sweat$",762484,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
148,"HIGHEST IN THE ROOM","Travis Scott",759786,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
149,"Lonely (with benny blanco)","Justin Bieber",759013,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
150,"Savage Love (Laxed - Siren Beat)","Jawsh 685",757795,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
151,"No Te Enamores - Remix",Milly,754429,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
152,"TE MUDASTE","Bad Bunny",752817,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
153,"Jocelyn Flores",XXXTENTACION,751625,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
154,"Ride It",Regard,750613,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
155,Riptide,"Vance Joy",749025,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
156,"Do I Wanna Know?","Arctic Monkeys",748582,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
157,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",748523,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
158,"Laugh Now Cry Later (feat. Lil Durk)",Drake,747506,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
159,"If the World Was Ending - feat. Julia Michaels","JP Saxe",743674,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
160,"La Nota","Manuel Turizo",743605,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
161,"Counting Stars",OneRepublic,743364,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
162,"Rain On Me (with Ariana Grande)","Lady Gaga",740642,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
163,"Bubblegum Bitch",MARINA,740138,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
164,"Somebody That I Used To Know",Gotye,739581,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
165,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",738687,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
166,"Little Bit of Love","Tom Grennan",733639,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
167,"Blueberry Faygo","Lil Mosey",731636,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
168,"Life Is Good (feat. Drake)",Future,724821,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
169,Closer,"The Chainsmokers",724689,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
170,"What You Need","Don Toliver",723627,https://open.spotify.com/track/6LcX2hBbXaJcK4AuefE936
171,"SICKO MODE","Travis Scott",722091,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
172,"The Hills","The Weeknd",721302,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
173,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",717869,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
174,Dior,"Pop Smoke",715660,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
175,"Tipo Gin - Ao Vivo","MC Kevin o Chris",715166,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
176,"The Real Slim Shady",Eminem,711775,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
177,"Something Just Like This","The Chainsmokers",711497,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
178,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,710457,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
179,HOLIDAY,"Lil Nas X",709848,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
180,"Disco Arranhado - Funk Remix",Malu,708590,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
181,"Every Breath You Take","The Police",707801,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
182,"Train Wreck","James Arthur",705582,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
183,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",704936,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
184,"Liberdade (Quando o Grave Bate Forte)",Alok,703772,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
185,"Mr. Brightside","The Killers",702882,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
186,"Another One Bites The Dust - Remastered 2011",Queen,702645,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
187,"Smells Like Teen Spirit",Nirvana,702247,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
188,"One Dance",Drake,700456,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
189,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",698616,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
190,"Wishing Well","Juice WRLD",697935,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
191,"Godzilla (feat. Juice WRLD)",Eminem,697575,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
192,Extasy,"187 Strassenbande",697027,https://open.spotify.com/track/5OqIKA0ETzvxocl2IS7nV6
193,"Come & Go (with Marshmello)","Juice WRLD",696722,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
194,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",694400,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
195,"Fan de Tus Fotos","Nicky Jam",689562,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
196,PROBLEMA,"Daddy Yankee",687826,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
197,Robbery,"Juice WRLD",687733,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
198,"Stuck with U (with Justin Bieber)","Ariana Grande",687322,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
199,Poblado,Crissin,686178,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e
200,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",685712,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
