,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
108,"Breaking Me",Topic,968076,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
109,"On The Ground",ROSÉ,964911,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
110,"Shape of You","Ed Sheeran",962363,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
111,"death bed (coffee for your head)",Powfu,961520,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
112,"La Nota","Manuel Turizo",960856,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
113,HOLIDAY,"Lil Nas X",957623,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
114,"Take Me To Church",Hozier,954231,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
115,"TE MUDASTE","Bad Bunny",949123,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
116,"The Hills","The Weeknd",941842,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
117,"As I Am (feat. Khalid)","Justin Bieber",940350,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
118,Rasputin,Majestic,936491,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
119,"Dreams - 2004 Remaster","Fleetwood Mac",933490,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
120,"Say You Won't Let Go","James Arthur",932640,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
121,"Savage Love (Laxed - Siren Beat)","Jawsh 685",930612,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
122,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",923929,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
123,Perfect,"Ed Sheeran",919346,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
124,"Cloud 9","Beach Bunny",919234,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
125,"Travesuras - Remix","Nio Garcia",917103,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
126,"No Te Enamores - Remix",Milly,916167,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
127,Body,"Russ Millions",915068,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
128,"The Box","Roddy Ricch",913544,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
129,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",910918,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
130,"Laugh Now Cry Later (feat. Lil Durk)",Drake,910836,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
131,"Bohemian Rhapsody - Remastered 2011",Queen,905756,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
132,SugarCrash!,ElyOtto,904637,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
133,Goosebumps,HVME,894380,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
134,"Blueberry Faygo","Lil Mosey",891017,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
135,Golden,"Harry Styles",887384,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
136,"Ride It",Regard,886143,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
137,"The Nights",Avicii,885117,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
138,"Machu Picchu",Camilo,883998,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
139,"Break My Heart","Dua Lipa",877080,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
140,"Just the Way You Are","Bruno Mars",875454,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
141,"At My Worst","Pink Sweat$",872617,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
142,"All of Me","John Legend",871626,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
143,"7 rings","Ariana Grande",869575,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
144,"HIGHEST IN THE ROOM","Travis Scott",867452,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
145,"Somebody That I Used To Know",Gotye,866988,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
146,"Tapão Na Raba","Raí Saia Rodada",857344,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
147,"Daddy Issues","The Neighbourhood",854767,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
148,Aloha,Maluma,853926,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
149,Dior,"Pop Smoke",853097,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
150,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",852731,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
151,"Rain On Me (with Ariana Grande)","Lady Gaga",852592,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
152,"Another One Bites The Dust - Remastered 2011",Queen,837767,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
153,"Life Is Good (feat. Drake)",Future,834185,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
154,"Every Breath You Take","The Police",830540,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
155,"Do I Wanna Know?","Arctic Monkeys",827510,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
156,"SICKO MODE","Travis Scott",822045,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
157,Riptide,"Vance Joy",821788,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
158,"Mr. Brightside","The Killers",821687,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
159,"Bubblegum Bitch",MARINA,820684,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
160,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",818223,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
161,PROBLEMA,"Daddy Yankee",809859,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
162,"Smells Like Teen Spirit",Nirvana,803785,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
163,"Facas - Ao Vivo","Diego & Victor Hugo",802322,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
164,"my ex's best friend (with blackbear)","Machine Gun Kelly",802035,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
165,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",801741,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
166,"Wake Me Up",Avicii,800489,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
167,"The Real Slim Shady",Eminem,799160,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
168,Falling,"Harry Styles",798390,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
169,"Jocelyn Flores",XXXTENTACION,796515,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
170,"Counting Stars",OneRepublic,795504,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
171,"Shy Away","Twenty One Pilots",795349,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
172,"Come & Go (with Marshmello)","Juice WRLD",795067,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
173,"Wishing Well","Juice WRLD",795053,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
174,Closer,"The Chainsmokers",794567,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
175,"Godzilla (feat. Juice WRLD)",Eminem,792256,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
176,Yellow,Coldplay,791699,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
177,"Film out",BTS,787345,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
178,Ski,"Young Stoner Life",785812,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
179,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",784949,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
180,Robbery,"Juice WRLD",783880,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
181,"In Your Eyes","The Weeknd",782438,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
182,LOCATION,"KAROL G",780147,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
183,"Mi Niña",Wisin,779109,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
184,"Put Your Records On","Ritt Momney",777689,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
185,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,776215,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
186,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",773544,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
187,"Love Story (Taylor’s Version)","Taylor Swift",772589,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
188,"If the World Was Ending - feat. Julia Michaels","JP Saxe",768077,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
189,"Fan de Tus Fotos","Nicky Jam",768051,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
190,"POPSTAR (feat. Drake)","DJ Khaled",760299,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
191,SAD!,XXXTENTACION,760281,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
192,Explícito,"Myke Towers",758765,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
193,Falling,"Trevor Daniel",757516,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
194,"Good Without","Mimi Webb",756066,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
195,"In the End","Linkin Park",754830,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
196,"Something Just Like This","The Chainsmokers",753610,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
197,"Take on Me",a-ha,750923,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
198,"All Girls Are The Same","Juice WRLD",750461,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
199,"hot girl bummer",blackbear,748947,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
200,"Wonderwall - Remastered",Oasis,741653,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
