,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"Your Love (9PM)",ATB,1782098,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
33,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1760248,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
34,"Goosebumps - Remix","Travis Scott",1745787,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
35,"Watermelon Sugar","Harry Styles",1732991,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
36,"EL MAKINON","KAROL G",1714630,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
37,911,Sech,1702001,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
38,Dynamite,BTS,1661134,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
39,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",1650275,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
40,"Someone You Loved","Lewis Capaldi",1643894,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
41,"Calling My Phone","Lil Tjay",1627399,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
42,"Don't Start Now","Dua Lipa",1587910,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"LA NOCHE DE ANOCHE","Bad Bunny",1586450,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
44,BED,"Joel Corry",1564009,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
45,"WITHOUT YOU","The Kid LAROI",1526361,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
46,"Talking to the Moon","Bruno Mars",1526172,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
47,"We're Good","Dua Lipa",1469421,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
48,positions,"Ariana Grande",1429359,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
49,"Best Friend (feat. Doja Cat)",Saweetie,1412469,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
50,"Head & Heart (feat. MNEK)","Joel Corry",1406706,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
51,"Good Days",SZA,1343644,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
52,"Sweater Weather","The Neighbourhood",1328522,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
53,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1306501,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
54,"Paradise (feat. Dermot Kennedy)",MEDUZA,1304675,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
55,"Wants and Needs (feat. Lil Baby)",Drake,1276826,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
56,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1250523,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
57,"lovely (with Khalid)","Billie Eilish",1219946,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
58,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1217773,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
59,"Hecha Pa' Mi",Boza,1207197,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
60,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",1206982,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
61,34+35,"Ariana Grande",1200419,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
62,"Ella No Es Tuya - Remix","Rochy RD",1191163,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
63,"Dance Monkey","Tones And I",1190581,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
64,"Cover Me In Sunshine",P!nk,1190043,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
65,Anyone,"Justin Bieber",1176632,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
66,"In the morning",ITZY,1160547,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
67,"Roses - Imanbek Remix","SAINt JHN",1142757,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
68,"My Head & My Heart","Ava Max",1141964,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
69,"Before You Go","Lewis Capaldi",1135713,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
70,Levitating,"Dua Lipa",1133527,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
71,"you broke me first","Tate McRae",1129523,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
72,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1115331,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
73,"Another Love","Tom Odell",1083298,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
74,"Solid (feat. Drake)","Young Stoner Life",1078619,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
75,"bad guy","Billie Eilish",1075483,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
76,"Therefore I Am","Billie Eilish",1074930,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
77,"WAP (feat. Megan Thee Stallion)","Cardi B",1062353,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
78,Circles,"Post Malone",1048039,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
79,Reloj,"Rauw Alejandro",1039864,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
80,Heather,"Conan Gray",1036484,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
81,Rasputin,Majestic,1033165,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
82,"Martin & Gina","Polo G",1030210,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
83,Shallow,"Lady Gaga",1029199,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
84,"Follow You","Imagine Dragons",1027602,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
85,Whoopty,CJ,1027181,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
86,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1007418,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
87,Miénteme,TINI,997974,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
88,"Volta Bebê, Volta Neném","Dj Guuga",993600,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
89,"Holy (feat. Chance The Rapper)","Justin Bieber",988999,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
90,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",985050,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
91,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,981072,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
92,"What You Know Bout Love","Pop Smoke",979417,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
93,"GIRL LIKE ME","Black Eyed Peas",963202,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
94,Believer,"Imagine Dragons",962840,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,Memories,"Maroon 5",960840,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
96,"Wasted Love (feat. Lagique)",Ofenbach,956579,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
97,Hawái,Maluma,954012,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
98,"Prisoner (feat. Dua Lipa)","Miley Cyrus",950494,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
99,goosebumps,"Travis Scott",947564,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
100,"Dick (feat. Doja Cat)",StarBoi3,941575,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
101,Freaks,"Surf Curse",940194,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
102,"Take Me To Church",Hozier,936237,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
103,Señorita,"Shawn Mendes",925820,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
104,"Adore You","Harry Styles",925694,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
105,You,Regard,924045,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
106,"Shape of You","Ed Sheeran",923145,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
107,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",921371,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
108,"Slumber Party (feat. Princess Nokia)",Ashnikko,918176,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
109,"Say You Won't Let Go","James Arthur",915968,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
110,"Lucid Dreams","Juice WRLD",915615,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
111,Body,"Russ Millions",914535,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
112,"Never Left","Lil Tecca",911774,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
113,"What’s Next",Drake,908986,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
114,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",900419,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
115,"death bed (coffee for your head)",Powfu,899555,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
116,512,Mora,898649,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
117,Aloha,Maluma,897870,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
118,Perfect,"Ed Sheeran",883599,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,"Breaking Me",Topic,874050,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
120,"Cloud 9","Beach Bunny",870850,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
121,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",870648,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
122,"everything i wanted","Billie Eilish",869179,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
123,BICHOTA,"KAROL G",868851,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
124,"Just the Way You Are","Bruno Mars",867622,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
125,"Daddy Issues","The Neighbourhood",865201,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
126,"durag activity (with Travis Scott)","Baby Keem",850612,https://open.spotify.com/track/4JJcP0Rv9AgyPD6ZGaC8EE
127,Yellow,Coldplay,846790,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
128,"TE MUDASTE","Bad Bunny",845088,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
129,Bipolar,"Mc Davi",842820,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
130,"La Nota","Manuel Turizo",842608,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
131,"Travesuras - Remix","Nio Garcia",842151,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
132,"my ex's best friend (with blackbear)","Machine Gun Kelly",838344,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
133,"All of Me","John Legend",835303,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
134,"Dreams - 2004 Remaster","Fleetwood Mac",834511,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
135,Golden,"Harry Styles",831760,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
136,"Break My Heart","Dua Lipa",831299,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
137,"Lonely (with benny blanco)","Justin Bieber",827256,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
138,"Bohemian Rhapsody - Remastered 2011",Queen,825688,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
139,"Disco Arranhado - Funk Remix",Malu,822847,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
140,"The Nights",Avicii,821359,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
141,"Liberdade (Quando o Grave Bate Forte)",Alok,821328,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
142,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",820606,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
143,"7 rings","Ariana Grande",820527,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
144,"The Box","Roddy Ricch",817056,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
145,"HIGHEST IN THE ROOM","Travis Scott",813319,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
146,"No Te Enamores - Remix",Milly,811619,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
147,"Laugh Now Cry Later (feat. Lil Durk)",Drake,808497,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
148,"Savage Love (Laxed - Siren Beat)","Jawsh 685",805344,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
149,Falling,"Harry Styles",805037,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
150,"Wake Me Up",Avicii,801754,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
151,"At My Worst","Pink Sweat$",800657,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
152,"Ramen & OJ","Joyner Lucas",796309,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
153,"Ride It",Regard,795566,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
154,"On The Ground",ROSÉ,794188,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
155,"Rain On Me (with Ariana Grande)","Lady Gaga",792487,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
156,"If the World Was Ending - feat. Julia Michaels","JP Saxe",788860,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
157,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",787480,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
158,"SICKO MODE","Travis Scott",784673,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
159,"Do I Wanna Know?","Arctic Monkeys",782764,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
160,"Counting Stars",OneRepublic,781583,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
161,"Jocelyn Flores",XXXTENTACION,779126,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
162,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,778597,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
163,"Life Is Good (feat. Drake)",Future,778440,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
164,"Blueberry Faygo","Lil Mosey",777839,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
165,"Somebody That I Used To Know",Gotye,777641,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
166,"Shy Away","Twenty One Pilots",776647,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
167,HOLIDAY,"Lil Nas X",775534,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
168,"Machu Picchu",Camilo,775218,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
169,"Bubblegum Bitch",MARINA,771933,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
170,"Little Bit of Love","Tom Grennan",771528,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
171,"The Hills","The Weeknd",766798,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
172,Closer,"The Chainsmokers",765542,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
173,Dior,"Pop Smoke",764132,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
174,"when the party's over","Billie Eilish",761730,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
175,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",757497,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
176,"POPSTAR (feat. Drake)","DJ Khaled",757311,https://open.spotify.com/track/1sbEeUY8KsdvgiQi26JBFz
177,"Another One Bites The Dust - Remastered 2011",Queen,756830,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
178,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",756829,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
179,"Every Breath You Take","The Police",756524,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
180,Riptide,"Vance Joy",756358,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
181,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",755693,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
182,"Wishing Well","Juice WRLD",754821,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
183,"Smells Like Teen Spirit",Nirvana,751120,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
184,"The Real Slim Shady",Eminem,750749,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
185,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",747490,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
186,"Mr. Brightside","The Killers",746720,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
187,"Otra Noche Sin Ti","J Balvin",744895,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
188,"No Role Modelz","J. Cole",744337,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
189,"Fan de Tus Fotos","Nicky Jam",742480,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
190,Explícito,"Myke Towers",741979,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
191,SugarCrash!,ElyOtto,741129,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
192,"love race (feat. Kellin Quinn)","Machine Gun Kelly",741072,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
193,"Godzilla (feat. Juice WRLD)",Eminem,737451,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
194,"Come & Go (with Marshmello)","Juice WRLD",732857,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
195,"Train Wreck","James Arthur",732695,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
196,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",732553,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
197,"Stuck with U (with Justin Bieber)","Ariana Grande",730518,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
198,"Something Just Like This","The Chainsmokers",728480,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
199,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",726500,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
200,Robbery,"Juice WRLD",726104,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
