,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
53,"Σ. MOROSE",Damso,1322711,https://open.spotify.com/track/0fukO3WYYUHaXOrvEohpEG
54,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1285789,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
55,"Ella No Es Tuya - Remix","Rochy RD",1283530,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
56,Anyone,"Justin Bieber",1274886,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
57,"Π. VANTABLACK",Damso,1247804,https://open.spotify.com/track/2n3dCM1RqyhzH5FZQW4jxA
58,"Hecha Pa' Mi",Boza,1244319,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
59,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1244160,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
60,"Cover Me In Sunshine",P!nk,1236971,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
61,34+35,"Ariana Grande",1220118,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
62,"Dance Monkey","Tones And I",1219977,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
63,"My Head & My Heart","Ava Max",1188807,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
64,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1187252,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
65,"Wants and Needs (feat. Lil Baby)",Drake,1178737,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
66,"lovely (with Khalid)","Billie Eilish",1162571,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
67,"Solid (feat. Drake)","Young Stoner Life",1157883,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
68,"Roses - Imanbek Remix","SAINt JHN",1156427,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
69,"you broke me first","Tate McRae",1156269,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
70,"Before You Go","Lewis Capaldi",1151019,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
71,"Therefore I Am","Billie Eilish",1149159,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
72,"GIRL LIKE ME","Black Eyed Peas",1141584,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
73,"Another Love","Tom Odell",1122106,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
74,"Ρ. DOSE",Damso,1116961,https://open.spotify.com/track/0pU7enpfjSu21LwCb1708u
75,"What’s Next",Drake,1091535,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
76,"WAP (feat. Megan Thee Stallion)","Cardi B",1088787,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
77,Whoopty,CJ,1073603,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
78,"Υ. 2 DIAMANTS",Damso,1065800,https://open.spotify.com/track/1swQocGVyXMAamWDjNzoLx
79,Levitating,"Dua Lipa",1064775,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
80,"Holy (feat. Chance The Rapper)","Justin Bieber",1059407,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
81,Circles,"Post Malone",1055833,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
82,"Τ. CHIALER",Damso,1053244,https://open.spotify.com/track/3xkB3FONm2ZZKUpo5NRYGa
83,Heather,"Conan Gray",1051666,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
84,"Ο. OG",Damso,1041441,https://open.spotify.com/track/63ALxy05IGeKrfOjvGG7lO
85,Shallow,"Lady Gaga",1039192,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
86,"Martin & Gina","Polo G",1034264,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
87,Reloj,"Rauw Alejandro",1027252,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
88,"Volta Bebê, Volta Neném","Dj Guuga",1026941,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
89,"bad guy","Billie Eilish",1016157,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
90,"What You Know Bout Love","Pop Smoke",1015680,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
91,"Follow You","Imagine Dragons",1010638,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
92,You,Regard,998024,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
93,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",994460,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
94,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",982358,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
95,"Prisoner (feat. Dua Lipa)","Miley Cyrus",981361,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
96,Hawái,Maluma,980116,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
97,"Slumber Party (feat. Princess Nokia)",Ashnikko,978844,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
98,Believer,"Imagine Dragons",975640,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
99,"Φ. THEVIE RADIO",Damso,974141,https://open.spotify.com/track/4URf8X1z0ZGaPemh0dKx2M
100,Memories,"Maroon 5",959979,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
101,"Otra Noche Sin Ti","J Balvin",959321,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
102,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",949092,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
103,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",945594,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
104,"Adore You","Harry Styles",943536,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
105,BICHOTA,"KAROL G",936255,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
106,goosebumps,"Travis Scott",935447,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
107,"Lucid Dreams","Juice WRLD",932551,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
108,"Say You Won't Let Go","James Arthur",932307,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
109,"Take Me To Church",Hozier,931069,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
110,"Shape of You","Ed Sheeran",929312,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
111,"Wasted Love (feat. Lagique)",Ofenbach,928878,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
112,"death bed (coffee for your head)",Powfu,926036,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
113,Señorita,"Shawn Mendes",920725,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
114,"Lonely (with benny blanco)","Justin Bieber",915691,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
115,"Cloud 9","Beach Bunny",907054,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
116,"Ψ. PASSION",Damso,906293,https://open.spotify.com/track/7cg10lYnXMynfGg8K06rzL
117,"On The Ground",ROSÉ,893369,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
118,Perfect,"Ed Sheeran",892897,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",892035,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
120,Rasputin,Majestic,884118,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
121,"Breaking Me",Topic,881689,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
122,"Disco Arranhado - Funk Remix",Malu,873183,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
123,Body,"Russ Millions",872396,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
124,"At My Worst","Pink Sweat$",867260,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
125,"La Nota","Manuel Turizo",867246,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
126,"Daddy Issues","The Neighbourhood",862432,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
127,"Travesuras - Remix","Nio Garcia",861811,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
128,Golden,"Harry Styles",857789,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
129,"Just the Way You Are","Bruno Mars",856761,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
130,"Χ. ZWAAR",Damso,853905,https://open.spotify.com/track/2MH75OFe8QGguBKeh0esLj
131,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",850734,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
132,"TE MUDASTE","Bad Bunny",846966,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
133,"Dreams - 2004 Remaster","Fleetwood Mac",844769,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
134,"All of Me","John Legend",843025,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
135,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",840898,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
136,"Liberdade (Quando o Grave Bate Forte)",Alok,839105,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
137,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",838345,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
138,HOLIDAY,"Lil Nas X",838139,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
139,"The Box","Roddy Ricch",837658,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
140,"Bohemian Rhapsody - Remastered 2011",Queen,835612,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
141,"Break My Heart","Dua Lipa",834672,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
142,"The Nights",Avicii,834621,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
143,"7 rings","Ariana Grande",834598,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
144,"Laugh Now Cry Later (feat. Lil Durk)",Drake,831611,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
145,"Savage Love (Laxed - Siren Beat)","Jawsh 685",831386,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
146,Aloha,Maluma,828293,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
147,"No Te Enamores - Remix",Milly,825891,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
148,"my ex's best friend (with blackbear)","Machine Gun Kelly",824698,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
149,Falling,"Harry Styles",824390,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
150,"everything i wanted","Billie Eilish",822724,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
151,"Machu Picchu",Camilo,820949,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
152,"As I Am (feat. Khalid)","Justin Bieber",817881,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
153,SugarCrash!,ElyOtto,815864,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
154,"Somebody That I Used To Know",Gotye,815237,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
155,"HIGHEST IN THE ROOM","Travis Scott",813141,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
156,"Wake Me Up",Avicii,808910,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
157,"The Hills","The Weeknd",806371,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
158,"Do I Wanna Know?","Arctic Monkeys",802641,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
159,"Life Is Good (feat. Drake)",Future,801021,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
160,"Ride It",Regard,798043,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
161,Krvn,UZI,793539,https://open.spotify.com/track/4a1WLOoydq7u011UG9jjC9
162,"Blueberry Faygo","Lil Mosey",792704,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
163,"Bubblegum Bitch",MARINA,792522,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
164,"Rain On Me (with Ariana Grande)","Lady Gaga",789376,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
165,Yellow,Coldplay,785740,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
166,"Ω. VIVRE UN PEU",Damso,783257,https://open.spotify.com/track/5UNFWkGaEJgQFqoJxZWMzm
167,"If the World Was Ending - feat. Julia Michaels","JP Saxe",783019,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
168,"Jocelyn Flores",XXXTENTACION,779642,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
169,"SICKO MODE","Travis Scott",778124,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
170,"One Dance",Drake,776518,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
171,"when the party's over","Billie Eilish",775783,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
172,Closer,"The Chainsmokers",772947,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
173,Dior,"Pop Smoke",772926,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
174,"Counting Stars",OneRepublic,770757,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
175,"Every Breath You Take","The Police",769985,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
176,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",769669,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
177,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",768999,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
178,Riptide,"Vance Joy",768883,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
179,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,768445,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
180,"Another One Bites The Dust - Remastered 2011",Queen,765129,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
181,"Smells Like Teen Spirit",Nirvana,763632,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
182,"love race (feat. Kellin Quinn)","Machine Gun Kelly",761792,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
183,"Wishing Well","Juice WRLD",754020,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
184,"The Real Slim Shady",Eminem,753097,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
185,"Train Wreck","James Arthur",753063,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
186,"Mr. Brightside","The Killers",748636,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
187,"Godzilla (feat. Juice WRLD)",Eminem,746417,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
188,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",744240,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
189,"Put Your Records On","Ritt Momney",743449,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
190,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",741477,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
191,"Come & Go (with Marshmello)","Juice WRLD",741379,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
192,PROBLEMA,"Daddy Yankee",740625,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
193,"Shy Away","Twenty One Pilots",740157,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
194,Freaks,"Surf Curse",739408,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
195,Robbery,"Juice WRLD",735236,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
196,"Mi Niña",Wisin,734855,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
197,Goosebumps,HVME,734075,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
198,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",731693,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
199,"When I Was Your Man","Bruno Mars",729720,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
200,"Good Without","Mimi Webb",725906,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
