,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,"WITHOUT YOU","The Kid LAROI",2143122,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
21,"Mood (feat. iann dior)",24kGoldn,2110726,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
22,Bandido,"Myke Towers",2097153,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
23,Streets,"Doja Cat",2086588,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
24,Arcade,"Duncan Laurence",1954208,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
25,"Heat Waves","Glass Animals",1857545,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
26,"Your Love (9PM)",ATB,1830380,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
27,Dynamite,BTS,1830199,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
28,"Watermelon Sugar","Harry Styles",1814789,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
29,"LA NOCHE DE ANOCHE","Bad Bunny",1771475,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
30,positions,"Ariana Grande",1749466,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
31,"Someone You Loved","Lewis Capaldi",1743164,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
32,Anyone,"Justin Bieber",1729934,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
33,"Goosebumps - Remix","Travis Scott",1724678,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
34,"We're Good","Dua Lipa",1701263,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
35,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1693449,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
36,"Ella No Es Tuya - Remix","Rochy RD",1686827,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
37,911,Sech,1680096,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
38,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1669728,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
39,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1659042,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
40,"Good Days",SZA,1644143,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
41,"Don't Start Now","Dua Lipa",1618967,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
42,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1600318,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
43,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1555349,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
44,"As I Am (feat. Khalid)","Justin Bieber",1525866,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
45,"Best Friend (feat. Doja Cat)",Saweetie,1512448,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
46,"What’s Next",Drake,1507455,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
47,"Holy (feat. Chance The Rapper)","Justin Bieber",1501078,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
48,"Hecha Pa' Mi",Boza,1458018,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
49,"Paradise (feat. Dermot Kennedy)",MEDUZA,1443231,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
50,"Film out",BTS,1426374,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
51,"On The Ground",ROSÉ,1413544,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
52,Whoopty,CJ,1412861,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
53,"Shy Away","Twenty One Pilots",1401434,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
54,"you broke me first","Tate McRae",1391876,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
55,"Head & Heart (feat. MNEK)","Joel Corry",1380929,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
56,"GIRL LIKE ME","Black Eyed Peas",1373834,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
57,34+35,"Ariana Grande",1368138,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
58,"What You Know Bout Love","Pop Smoke",1357263,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
59,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1348535,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
60,"Sweater Weather","The Neighbourhood",1336411,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
61,Runaway,AURORA,1303511,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
62,"My Head & My Heart","Ava Max",1295865,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
63,"Dance Monkey","Tones And I",1269752,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
64,"WAP (feat. Megan Thee Stallion)","Cardi B",1237982,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
65,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1237586,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
66,"Roses - Imanbek Remix","SAINt JHN",1221587,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
67,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",1217136,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
68,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1206218,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
69,"Lonely (with benny blanco)","Justin Bieber",1204552,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
70,"Before You Go","Lewis Capaldi",1179288,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
71,"Therefore I Am","Billie Eilish",1163602,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
72,HOLIDAY,"Lil Nas X",1154247,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
73,"Talking to the Moon","Bruno Mars",1142690,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
74,"lovely (with Khalid)","Billie Eilish",1137857,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
75,BED,"Joel Corry",1132851,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
76,Heather,"Conan Gray",1124575,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
77,BICHOTA,"KAROL G",1120088,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
78,SugarCrash!,ElyOtto,1118327,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
79,Reloj,"Rauw Alejandro",1115365,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
80,"At My Worst","Pink Sweat$",1108619,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
81,Circles,"Post Malone",1103316,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
82,"Wants and Needs (feat. Lil Baby)",Drake,1084364,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
83,"EL MAKINON","KAROL G",1080858,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
84,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1078570,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
85,Hawái,Maluma,1072035,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
86,"Adore You","Harry Styles",1053630,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
87,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",1042963,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
88,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1038945,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
89,"Travesuras - Remix","Nio Garcia",1034060,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
90,Señorita,"Shawn Mendes",1028437,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
91,Shallow,"Lady Gaga",1026352,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
92,"Cloud 9","Beach Bunny",1022770,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
93,"Machu Picchu",Camilo,996278,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
94,Believer,"Imagine Dragons",994031,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,"death bed (coffee for your head)",Powfu,993646,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
96,goosebumps,"Travis Scott",987176,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
97,Memories,"Maroon 5",985732,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
98,"Follow You","Imagine Dragons",982978,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
99,"Lucid Dreams","Juice WRLD",972514,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
100,"bad guy","Billie Eilish",959459,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
101,"La Nota","Manuel Turizo",953520,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
102,"The Box","Roddy Ricch",949466,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
103,"Say You Won't Let Go","James Arthur",948062,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
104,"Laugh Now Cry Later (feat. Lil Durk)",Drake,945179,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
105,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",943550,https://open.spotify.com/track/5pcjystBtalYeqaiXCcgEY
106,Golden,"Harry Styles",942836,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
107,"Slumber Party (feat. Princess Nokia)",Ashnikko,941518,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
108,"Take Me To Church",Hozier,940177,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
109,Goosebumps,HVME,929107,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
110,"Martin & Gina","Polo G",928395,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
111,"No Te Enamores - Remix",Milly,924566,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
112,"Breaking Me",Topic,921076,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
113,"Savage Love (Laxed - Siren Beat)","Jawsh 685",919777,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
114,"Shape of You","Ed Sheeran",915748,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
115,"Disco Arranhado - Funk Remix",Malu,911992,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
116,"Cover Me In Sunshine",P!nk,908135,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
117,Perfect,"Ed Sheeran",907073,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
118,LOCATION,"KAROL G",904054,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
119,"The Hills","The Weeknd",897448,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
120,"Blueberry Faygo","Lil Mosey",895724,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
121,"TE MUDASTE","Bad Bunny",882451,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
122,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",882125,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
123,"Life Goes On",BTS,873989,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
124,"Just the Way You Are","Bruno Mars",868705,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
125,"Break My Heart","Dua Lipa",867393,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
126,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",864528,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
127,"Wasted Love (feat. Lagique)",Ofenbach,864302,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
128,"Somebody That I Used To Know",Gotye,863562,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
129,"HIGHEST IN THE ROOM","Travis Scott",858302,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
130,"Daddy Issues","The Neighbourhood",857748,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
131,"7 rings","Ariana Grande",855755,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
132,willow,"Taylor Swift",853817,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
133,"All of Me","John Legend",849797,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
134,Dior,"Pop Smoke",847064,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
135,"Bohemian Rhapsody - Remastered 2011",Queen,846387,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
136,"Dreams - 2004 Remaster","Fleetwood Mac",845322,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
137,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,843037,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
138,"Life Is Good (feat. Drake)",Future,841673,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
139,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",839443,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
140,"Rain On Me (with Ariana Grande)","Lady Gaga",833653,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
141,Falling,"Harry Styles",827830,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
142,"Ride It",Regard,820044,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
143,"Do I Wanna Know?","Arctic Monkeys",818921,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
144,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",818285,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
145,"Jocelyn Flores",XXXTENTACION,813519,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
146,PROBLEMA,"Daddy Yankee",808378,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
147,WACHA,KHEA,808271,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
148,"Another One Bites The Dust - Remastered 2011",Queen,804669,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
149,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",801638,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
150,"Tapão Na Raba","Raí Saia Rodada",799556,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
151,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",798800,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
152,Gone,ROSÉ,796509,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA
153,"Counting Stars",OneRepublic,795367,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
154,"Wishing Well","Juice WRLD",795135,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
155,"Relación - Remix",Sech,794562,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
156,"SICKO MODE","Travis Scott",788183,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
157,"If the World Was Ending - feat. Julia Michaels","JP Saxe",787576,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
158,Yellow,Coldplay,786751,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
159,"Chica Ideal","Sebastian Yatra",786042,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
160,"Every Breath You Take","The Police",785968,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
161,"Come & Go (with Marshmello)","Juice WRLD",782612,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
162,"Fan de Tus Fotos","Nicky Jam",782285,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
163,"Train Wreck","James Arthur",781425,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
164,"Put Your Records On","Ritt Momney",781231,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
165,"Mi Niña",Wisin,780020,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
166,Falling,"Trevor Daniel",779888,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
167,Riptide,"Vance Joy",776900,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
168,"Dancing With The Devil","Demi Lovato",775674,https://open.spotify.com/track/0VQ3GSPdl4njPOr3lyaoaD
169,"Godzilla (feat. Juice WRLD)",Eminem,774114,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
170,"everything i wanted","Billie Eilish",772734,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
171,"my ex's best friend (with blackbear)","Machine Gun Kelly",769468,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
172,Closer,"The Chainsmokers",768663,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
173,"Mr. Brightside","The Killers",768329,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
174,Afterglow,"Ed Sheeran",767224,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
175,"POPSTAR (feat. Drake)","DJ Khaled",766877,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
176,"Take You Dancing","Jason Derulo",766322,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
177,Robbery,"Juice WRLD",765489,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
178,"Stressed Out","Twenty One Pilots",765186,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
179,SAD!,XXXTENTACION,759205,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
180,"The Nights",Avicii,759188,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
181,"Hasta Abajo","Kevin Roldan",756886,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
182,"Why'd You Only Call Me When You're High?","Arctic Monkeys",748662,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
183,"Smells Like Teen Spirit",Nirvana,747413,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
184,"Richer (feat. Polo G)","Rod Wave",746635,https://open.spotify.com/track/7HsjuVBM93Z2RoxjpWLgTT
185,"Stuck with U (with Justin Bieber)","Ariana Grande",746308,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
186,"All Girls Are The Same","Juice WRLD",745052,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
187,"hot girl bummer",blackbear,741655,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
188,"Bubblegum Bitch",MARINA,740742,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
189,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",740526,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
190,"Without Me",Halsey,729517,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
191,Payphone,"Maroon 5",729165,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
192,"Another Love","Tom Odell",728588,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
193,"In Your Eyes","The Weeknd",728520,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
194,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",726595,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
195,"Love Story (Taylor’s Version)","Taylor Swift",724224,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf
196,"Something Just Like This","The Chainsmokers",722609,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
197,"Además de Mí - Remix",Rusherking,722501,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
198,Explícito,"Myke Towers",721825,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
199,"Una Locura",Ozuna,720917,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
200,Hayloft,"Mother Mother",717590,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq
