,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"Ella No Es Tuya - Remix","Rochy RD",1687482,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
41,"Someone You Loved","Lewis Capaldi",1656466,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
42,"Head & Heart (feat. MNEK)","Joel Corry",1634031,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
43,"EL MAKINON","KAROL G",1589833,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
44,"Hecha Pa' Mi",Boza,1586749,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
45,"We're Good","Dua Lipa",1586658,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
46,"Best Friend (feat. Doja Cat)",Saweetie,1579829,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
47,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1575656,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
48,Anyone,"Justin Bieber",1559424,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
49,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1531578,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
50,"Paradise (feat. Dermot Kennedy)",MEDUZA,1516584,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
51,"Good Days",SZA,1512006,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
52,positions,"Ariana Grande",1474585,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
53,BED,"Joel Corry",1445910,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
54,"Dance Monkey","Tones And I",1407176,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
55,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1397076,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
56,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",1387040,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
57,"My Head & My Heart","Ava Max",1374667,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
58,"Disco Arranhado - Funk Remix",Malu,1361750,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
59,"GIRL LIKE ME","Black Eyed Peas",1356724,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
60,"Wants and Needs (feat. Lil Baby)",Drake,1308436,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
61,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1304178,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
62,"Sweater Weather","The Neighbourhood",1300647,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
63,"Roses - Imanbek Remix","SAINt JHN",1298575,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
64,"WAP (feat. Megan Thee Stallion)","Cardi B",1279353,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
65,34+35,"Ariana Grande",1272307,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
66,"you broke me first","Tate McRae",1267333,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
67,"Diamonds Dancing (feat. Travis Scott)","Young Stoner Life",1263990,https://open.spotify.com/track/7uZqvqXzzYMKrexKxdcGmd
68,Whoopty,CJ,1257275,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
69,"Holy (feat. Chance The Rapper)","Justin Bieber",1255161,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
70,"What’s Next",Drake,1253199,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
71,"Talking to the Moon","Bruno Mars",1243340,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
72,"Tapão Na Raba","Raí Saia Rodada",1227861,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
73,Reloj,"Rauw Alejandro",1222621,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
74,BICHOTA,"KAROL G",1209329,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
75,"Cover Me In Sunshine",P!nk,1194603,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
76,Ski,"Young Stoner Life",1188281,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
77,Hawái,Maluma,1180145,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
78,"Liberdade (Quando o Grave Bate Forte)",Alok,1175952,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
79,"What You Know Bout Love","Pop Smoke",1142545,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
80,"Facas - Ao Vivo","Diego & Victor Hugo",1134795,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
81,"Otra Noche Sin Ti","J Balvin",1129556,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
82,"Before You Go","Lewis Capaldi",1120880,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
83,Shallow,"Lady Gaga",1105840,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
84,"Therefore I Am","Billie Eilish",1098538,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
85,"Ele É Ele, Eu Sou Eu","Wesley Safadão",1097775,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
86,Circles,"Post Malone",1081258,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
87,Señorita,"Shawn Mendes",1066695,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
88,"TE MUDASTE","Bad Bunny",1066429,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
89,"Lonely (with benny blanco)","Justin Bieber",1064187,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
90,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1063325,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
91,"lovely (with Khalid)","Billie Eilish",1061557,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
92,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1060505,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
93,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",1057109,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
94,"As I Am (feat. Khalid)","Justin Bieber",1052865,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
95,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1049800,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
96,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1038381,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
97,"Martin & Gina","Polo G",1037304,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
98,"Travesuras - Remix","Nio Garcia",1031738,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
99,Believer,"Imagine Dragons",1028369,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
100,HOLIDAY,"Lil Nas X",1022635,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
101,Heather,"Conan Gray",1021718,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
102,"On The Ground",ROSÉ,1019291,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
103,SugarCrash!,ElyOtto,1013438,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
104,"Another Love","Tom Odell",1006606,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
105,"La Nota","Manuel Turizo",1005644,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
106,goosebumps,"Travis Scott",1002490,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
107,"No Te Enamores - Remix",Milly,999009,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
108,"bad guy","Billie Eilish",992911,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
109,"Follow You","Imagine Dragons",988064,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
110,Memories,"Maroon 5",987651,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
111,Levitating,"Dua Lipa",984243,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
112,"Wasted Love (feat. Lagique)",Ofenbach,983776,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
113,"Machu Picchu",Camilo,978955,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
114,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",977541,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
115,"Savage Love (Laxed - Siren Beat)","Jawsh 685",976473,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
116,"Slumber Party (feat. Princess Nokia)",Ashnikko,971130,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
117,"Shape of You","Ed Sheeran",968830,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
118,"Dreams - 2004 Remaster","Fleetwood Mac",966887,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
119,"death bed (coffee for your head)",Powfu,965668,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
120,"Adore You","Harry Styles",963651,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
121,"Breaking Me",Topic,963303,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
122,"Bohemian Rhapsody - Remastered 2011",Queen,962420,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
123,"Love Story (Taylor’s Version)","Taylor Swift",958621,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
124,"Lucid Dreams","Juice WRLD",956869,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
125,Goosebumps,HVME,947392,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
126,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",939256,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
127,"Cloud 9","Beach Bunny",933053,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
128,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",930757,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
129,"Shy Away","Twenty One Pilots",927292,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
130,"Take Me To Church",Hozier,922965,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
131,"The Hills","The Weeknd",919606,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
132,"The Box","Roddy Ricch",918602,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
133,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",917923,https://open.spotify.com/track/7cgF1aSGBXWlTgNbon3g2p
134,"Laugh Now Cry Later (feat. Lil Durk)",Drake,917627,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
135,Paradigmas,"Jorge & Mateus",905087,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
136,"Ride It",Regard,904803,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
137,Perfect,"Ed Sheeran",900682,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
138,"Blueberry Faygo","Lil Mosey",898363,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
139,LOCATION,"KAROL G",898191,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
140,You,Regard,896824,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
141,"Another One Bites The Dust - Remastered 2011",Queen,894460,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
142,"Every Breath You Take","The Police",889452,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
143,Golden,"Harry Styles",888969,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
144,"Volta Bebê, Volta Neném","Dj Guuga",887085,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
145,"Proud of You (feat. Lil Uzi Vert & Yung Kayo)","Young Stoner Life",879091,https://open.spotify.com/track/16eZmQoeajKH8G2nPe2chk
146,"Break My Heart","Dua Lipa",879001,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
147,"Say You Won't Let Go","James Arthur",874590,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
148,"Somebody That I Used To Know",Gotye,868758,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
149,"Just the Way You Are","Bruno Mars",863818,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
150,"At My Worst","Pink Sweat$",858418,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
151,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,857410,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
152,"Não Pode Se Apaixonar","Xand Avião",857249,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
153,"HIGHEST IN THE ROOM","Travis Scott",849409,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
154,"Mi Niña",Wisin,841647,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
155,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",838855,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
156,"Rain On Me (with Ariana Grande)","Lady Gaga",837409,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
157,Aloha,Maluma,836854,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
158,"All of Me","John Legend",833101,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
159,"Daddy Issues","The Neighbourhood",830410,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
160,"7 rings","Ariana Grande",830099,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
161,"The Nights",Avicii,828961,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
162,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",828883,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
163,PROBLEMA,"Daddy Yankee",827302,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
164,"Fan de Tus Fotos","Nicky Jam",821417,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
165,"Take on Me",a-ha,816389,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
166,Dior,"Pop Smoke",812181,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
167,"Film out",BTS,811282,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
168,"Mr. Brightside","The Killers",810532,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
169,Riptide,"Vance Joy",808819,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
170,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",806233,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
171,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",805855,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
172,"SICKO MODE","Travis Scott",804606,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
173,"Life Is Good (feat. Drake)",Future,803162,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
174,"Do I Wanna Know?","Arctic Monkeys",801639,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
175,"Wishing Well","Juice WRLD",793486,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
176,"LA CANCIÓN","J Balvin",787025,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
177,Closer,"The Chainsmokers",784660,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
178,Explícito,"Myke Towers",782790,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
179,"Smells Like Teen Spirit",Nirvana,781227,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
180,"Una Locura",Ozuna,779915,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
181,"Under Pressure - Remastered 2011",Queen,778598,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
182,"Counting Stars",OneRepublic,776377,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
183,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",773844,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
184,"Jocelyn Flores",XXXTENTACION,773094,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
185,Robbery,"Juice WRLD",772716,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
186,"Put Your Records On","Ritt Momney",772469,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
187,"Come & Go (with Marshmello)","Juice WRLD",769410,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
188,"Wake Me Up",Avicii,766054,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
189,Rasputin,Majestic,765893,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
190,"Chica Ideal","Sebastian Yatra",765420,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
191,Falling,"Harry Styles",763281,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
192,BEBÉ,Camilo,762694,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
193,Yellow,Coldplay,761274,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
194,Falling,"Trevor Daniel",760842,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
195,"Vida Louca","Mc Poze do Rodo",759373,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
196,"my ex's best friend (with blackbear)","Machine Gun Kelly",759263,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
197,"Take You Dancing","Jason Derulo",755336,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
198,"POPSTAR (feat. Drake)","DJ Khaled",754889,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
199,"Godzilla (feat. Juice WRLD)",Eminem,754736,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
200,"Billie Jean","Michael Jackson",753085,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
