,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
93,512,Mora,965404,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
94,Whoopty,CJ,959308,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
95,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",955925,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
96,"Prisoner (feat. Dua Lipa)","Miley Cyrus",950443,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
97,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",948741,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
98,Believer,"Imagine Dragons",945815,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
99,Reloj,"Rauw Alejandro",945732,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
100,Memories,"Maroon 5",937730,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
101,"Wasted Love (feat. Lagique)",Ofenbach,936264,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
102,"What You Know Bout Love","Pop Smoke",926793,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
103,"Adore You","Harry Styles",920089,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
104,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,916924,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
105,"Take Me To Church",Hozier,914771,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
106,"One Day",Lovejoy,904786,https://open.spotify.com/track/0IUprcNjE2hDtlvY8rq2W9
107,"GIRL LIKE ME","Black Eyed Peas",899519,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
108,"Holy (feat. Chance The Rapper)","Justin Bieber",898457,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
109,Señorita,"Shawn Mendes",897767,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
110,Hawái,Maluma,897468,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
111,"Shape of You","Ed Sheeran",897121,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,"Say You Won't Let Go","James Arthur",895615,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
113,"Lucid Dreams","Juice WRLD",890895,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
114,"Volta Bebê, Volta Neném","Dj Guuga",886731,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
115,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",885480,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
116,"death bed (coffee for your head)",Powfu,881123,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
117,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",879841,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
118,Yellow,Coldplay,874092,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
119,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",869905,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
120,"Breaking Me",Topic,861738,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
121,Perfect,"Ed Sheeran",855381,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
122,"Slumber Party (feat. Princess Nokia)",Ashnikko,846168,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
123,Aloha,Maluma,845485,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
124,Run,OneRepublic,838824,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
125,"What’s Next",Drake,838758,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
126,"Daddy Issues","The Neighbourhood",837261,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
127,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",834322,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
128,"Just the Way You Are","Bruno Mars",830872,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
129,"Break My Heart","Dua Lipa",825233,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
130,You,Regard,825021,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
131,"Cloud 9","Beach Bunny",810618,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
132,"All of Me","John Legend",807499,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
133,Golden,"Harry Styles",807314,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
134,"Dreams - 2004 Remaster","Fleetwood Mac",805529,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
135,"No Role Modelz","J. Cole",805303,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
136,BICHOTA,"KAROL G",800339,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
137,Body,"Russ Millions",799253,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
138,"7 rings","Ariana Grande",799210,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
139,"The Nights",Avicii,795982,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
140,"Wake Me Up",Avicii,794956,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
141,"Bohemian Rhapsody - Remastered 2011",Queen,793610,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
142,"my ex's best friend (with blackbear)","Machine Gun Kelly",791010,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
143,"The Box","Roddy Ricch",784368,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
144,Falling,"Harry Styles",780827,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
145,"HIGHEST IN THE ROOM","Travis Scott",779685,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
146,"Travesuras - Remix","Nio Garcia",777017,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
147,"Ramen & OJ","Joyner Lucas",776539,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
148,"Savage Love (Laxed - Siren Beat)","Jawsh 685",775687,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
149,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",774741,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
150,"everything i wanted","Billie Eilish",773407,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
151,"Laugh Now Cry Later (feat. Lil Durk)",Drake,772535,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
152,"Ride It",Regard,772180,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
153,"Rain On Me (with Ariana Grande)","Lady Gaga",770694,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
154,"Lonely (with benny blanco)","Justin Bieber",768348,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
155,"No Te Enamores - Remix",Milly,767909,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
156,"Counting Stars",OneRepublic,767405,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
157,"If the World Was Ending - feat. Julia Michaels","JP Saxe",767021,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
158,"At My Worst","Pink Sweat$",766822,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
159,Riptide,"Vance Joy",764706,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
160,"Somebody That I Used To Know",Gotye,763707,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
161,"Jocelyn Flores",XXXTENTACION,760977,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
162,"TE MUDASTE","Bad Bunny",755977,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
163,"Do I Wanna Know?","Arctic Monkeys",754445,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
164,"Life Is Good (feat. Drake)",Future,754203,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
165,"Tipo Gin - Ao Vivo","MC Kevin o Chris",753007,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
166,"La Nota","Manuel Turizo",752911,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
167,"Little Bit of Love","Tom Grennan",752460,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
168,Closer,"The Chainsmokers",749765,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
169,"SICKO MODE","Travis Scott",746594,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
170,"Bubblegum Bitch",MARINA,744267,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
171,Dior,"Pop Smoke",743112,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
172,"Something Just Like This","The Chainsmokers",742650,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
173,"Blueberry Faygo","Lil Mosey",741630,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
174,"The Hills","The Weeknd",739877,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
175,"Every Breath You Take","The Police",738547,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
176,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",736880,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
177,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",732830,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
178,"Liberdade (Quando o Grave Bate Forte)",Alok,731974,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
179,"Smells Like Teen Spirit",Nirvana,730231,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
180,"The Real Slim Shady",Eminem,727911,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
181,"One Dance",Drake,724737,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
182,"Another One Bites The Dust - Remastered 2011",Queen,724089,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
183,"Disco Arranhado - Funk Remix",Malu,721366,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
184,"Mr. Brightside","The Killers",721061,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
185,Poblado,Crissin,717932,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e
186,"Godzilla (feat. Juice WRLD)",Eminem,717061,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
187,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",716176,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
188,"Train Wreck","James Arthur",715156,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
189,"Hot Sauce","NCT DREAM",713188,https://open.spotify.com/track/6B8MM3PVQtUbZLay7tP7er
190,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",712843,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
191,"What You Need","Don Toliver",712460,https://open.spotify.com/track/6LcX2hBbXaJcK4AuefE936
192,"LET IT GO (feat. Justin Bieber & 21 Savage)","DJ Khaled",710178,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX
193,PROBLEMA,"Daddy Yankee",709925,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
194,"Come & Go (with Marshmello)","Juice WRLD",708343,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
195,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",706071,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
196,"Wishing Well","Juice WRLD",702025,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
197,"Stuck with U (with Justin Bieber)","Ariana Grande",701704,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
198,HOLIDAY,"Lil Nas X",700138,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
199,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,699046,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
200,"Fan de Tus Fotos","Nicky Jam",697893,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
