,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
51,"Sweater Weather","The Neighbourhood",1253016,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
52,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1226814,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
53,"Talking to the Moon","Bruno Mars",1222074,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
54,"Paradise (feat. Dermot Kennedy)",MEDUZA,1211283,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
55,"you broke me first","Tate McRae",1210596,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
56,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1204463,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
57,"Dance Monkey","Tones And I",1200928,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
58,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",1198121,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
59,34+35,"Ariana Grande",1153144,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
60,"Wants and Needs (feat. Lil Baby)",Drake,1148850,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
61,"My Head & My Heart","Ava Max",1137285,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
62,BED,"Joel Corry",1135915,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
63,"Holy (feat. Chance The Rapper)","Justin Bieber",1118864,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
64,"Disco Arranhado - Funk Remix",Malu,1116501,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
65,"GIRL LIKE ME","Black Eyed Peas",1116109,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
66,"WAP (feat. Megan Thee Stallion)","Cardi B",1106726,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
67,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1088443,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
68,"What’s Next",Drake,1082660,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
69,"Roses - Imanbek Remix","SAINt JHN",1075904,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
70,"Before You Go","Lewis Capaldi",1069056,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
71,BICHOTA,"KAROL G",1060505,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
72,Whoopty,CJ,1058396,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
73,Reloj,"Rauw Alejandro",1047927,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
74,"Cover Me In Sunshine",P!nk,1047705,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
75,"What You Know Bout Love","Pop Smoke",1028884,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
76,"Tapão Na Raba","Raí Saia Rodada",1026159,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
77,"lovely (with Khalid)","Billie Eilish",1021493,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
78,"Therefore I Am","Billie Eilish",1006995,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
79,Heather,"Conan Gray",1005968,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
80,Hawái,Maluma,1005919,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
81,"Another Love","Tom Odell",1003059,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
82,Ski,"Young Stoner Life",1000468,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
83,"Lonely (with benny blanco)","Justin Bieber",982829,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
84,"Diamonds Dancing (feat. Travis Scott)","Young Stoner Life",981338,https://open.spotify.com/track/7uZqvqXzzYMKrexKxdcGmd
85,Circles,"Post Malone",978589,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
86,Shallow,"Lady Gaga",975465,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
87,"On The Ground",ROSÉ,961322,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
88,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",956144,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
89,"Facas - Ao Vivo","Diego & Victor Hugo",948854,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
90,"Liberdade (Quando o Grave Bate Forte)",Alok,948172,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
91,Señorita,"Shawn Mendes",941627,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
92,"Martin & Gina","Polo G",940992,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
93,SugarCrash!,ElyOtto,938341,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
94,"Otra Noche Sin Ti","J Balvin",935664,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
95,"death bed (coffee for your head)",Powfu,934561,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
96,"As I Am (feat. Khalid)","Justin Bieber",923241,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
97,"Ele É Ele, Eu Sou Eu","Wesley Safadão",920342,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
98,"TE MUDASTE","Bad Bunny",918016,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
99,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",917444,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
100,Believer,"Imagine Dragons",916448,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
101,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",914278,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
102,Levitating,"Dua Lipa",913914,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
103,"Cloud 9","Beach Bunny",903560,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
104,"Slumber Party (feat. Princess Nokia)",Ashnikko,898552,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
105,"Prisoner (feat. Dua Lipa)","Miley Cyrus",893145,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
106,"Lucid Dreams","Juice WRLD",891820,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
107,goosebumps,"Travis Scott",887800,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
108,"bad guy","Billie Eilish",887004,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
109,Memories,"Maroon 5",886331,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
110,HOLIDAY,"Lil Nas X",883203,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
111,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",882613,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
112,"Film out",BTS,878953,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
113,"Adore You","Harry Styles",877518,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
114,"Take Me To Church",Hozier,874895,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
115,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",869933,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
116,"La Nota","Manuel Turizo",864412,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
117,"Dreams - 2004 Remaster","Fleetwood Mac",862633,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
118,"Shape of You","Ed Sheeran",857445,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
119,"Travesuras - Remix","Nio Garcia",854317,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
120,"Follow You","Imagine Dragons",849512,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
121,"No Te Enamores - Remix",Milly,849250,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
122,"Love Story (Taylor’s Version)","Taylor Swift",843550,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
123,"Say You Won't Let Go","James Arthur",842488,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
124,"The Box","Roddy Ricch",834839,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
125,"The Hills","The Weeknd",834449,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
126,"Volta Bebê, Volta Neném","Dj Guuga",833422,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
127,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",830168,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
128,"Bohemian Rhapsody - Remastered 2011",Queen,829532,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
129,"Savage Love (Laxed - Siren Beat)","Jawsh 685",829177,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
130,Perfect,"Ed Sheeran",823344,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
131,"At My Worst","Pink Sweat$",823249,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
132,"Machu Picchu",Camilo,819210,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
133,"Blueberry Faygo","Lil Mosey",814720,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
134,"Daddy Issues","The Neighbourhood",805573,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
135,"Laugh Now Cry Later (feat. Lil Durk)",Drake,800682,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
136,"Shy Away","Twenty One Pilots",797015,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
137,Golden,"Harry Styles",796068,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
138,"Breaking Me",Topic,791278,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
139,"Somebody That I Used To Know",Gotye,788664,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
140,"Just the Way You Are","Bruno Mars",786825,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
141,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",785594,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
142,"Wasted Love (feat. Lagique)",Ofenbach,772635,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
143,"All of Me","John Legend",771819,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
144,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",770136,https://open.spotify.com/track/7cgF1aSGBXWlTgNbon3g2p
145,LOCATION,"KAROL G",763658,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
146,"Break My Heart","Dua Lipa",762813,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
147,"Another One Bites The Dust - Remastered 2011",Queen,761959,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
148,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,760991,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
149,"Every Breath You Take","The Police",760084,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
150,"7 rings","Ariana Grande",754958,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
151,"The Nights",Avicii,751319,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
152,Falling,"Harry Styles",747878,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
153,Riptide,"Vance Joy",747595,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
154,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",747186,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
155,"Do I Wanna Know?","Arctic Monkeys",746123,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
156,"HIGHEST IN THE ROOM","Travis Scott",745794,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
157,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",740056,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
158,Paradigmas,"Jorge & Mateus",739927,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
159,"Ride It",Regard,739089,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
160,Goosebumps,HVME,738947,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
161,"Jocelyn Flores",XXXTENTACION,737999,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
162,You,Regard,737016,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
163,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",729507,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
164,Yellow,Coldplay,727559,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
165,"Não Pode Se Apaixonar","Xand Avião",725233,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
166,"Wishing Well","Juice WRLD",724692,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
167,"Life Goes On",BTS,720446,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
168,Aloha,Maluma,719972,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
169,"Rain On Me (with Ariana Grande)","Lady Gaga",719096,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
170,"Come & Go (with Marshmello)","Juice WRLD",718819,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
171,"Mi Niña",Wisin,717171,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
172,"Bubblegum Bitch",MARINA,711093,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
173,Closer,"The Chainsmokers",709592,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
174,Falling,"Trevor Daniel",708933,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
175,"Counting Stars",OneRepublic,706257,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
176,Robbery,"Juice WRLD",705889,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
177,"Mr. Brightside","The Killers",705881,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
178,"Put Your Records On","Ritt Momney",703890,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
179,"Life Is Good (feat. Drake)",Future,703801,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
180,"If the World Was Ending - feat. Julia Michaels","JP Saxe",702814,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
181,"Train Wreck","James Arthur",702747,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
182,"SICKO MODE","Travis Scott",702548,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
183,Dior,"Pop Smoke",696857,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
184,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",690579,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
185,SAD!,XXXTENTACION,690391,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
186,"my ex's best friend (with blackbear)","Machine Gun Kelly",688647,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
187,PROBLEMA,"Daddy Yankee",687955,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
188,"All Girls Are The Same","Juice WRLD",687031,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
189,"Fan de Tus Fotos","Nicky Jam",686777,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
190,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",686675,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
191,"LA CANCIÓN","J Balvin",684129,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
192,"Take on Me",a-ha,680840,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
193,"hot girl bummer",blackbear,675978,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
194,"Why'd You Only Call Me When You're High?","Arctic Monkeys",675210,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
195,"Godzilla (feat. Juice WRLD)",Eminem,675097,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
196,"Smells Like Teen Spirit",Nirvana,672921,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
197,Payphone,"Maroon 5",669770,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
198,Explícito,"Myke Towers",669593,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
199,"Wake Me Up",Avicii,665652,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
200,"Una Locura",Ozuna,665050,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
