,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
48,"Good Days",SZA,1432302,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
49,"Best Friend (feat. Doja Cat)",Saweetie,1426067,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
50,"Paradise (feat. Dermot Kennedy)",MEDUZA,1394252,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
51,"Sweater Weather","The Neighbourhood",1328468,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
52,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1296969,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
53,Anyone,"Justin Bieber",1295507,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
54,"Ella No Es Tuya - Remix","Rochy RD",1260668,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
55,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1253021,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
56,"Cover Me In Sunshine",P!nk,1243840,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
57,34+35,"Ariana Grande",1225024,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
58,"Hecha Pa' Mi",Boza,1222985,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
59,"Wants and Needs (feat. Lil Baby)",Drake,1212545,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
60,"My Head & My Heart","Ava Max",1200874,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
61,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1199893,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
62,"Dance Monkey","Tones And I",1196859,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
63,"Solid (feat. Drake)","Young Stoner Life",1194480,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
64,"GIRL LIKE ME","Black Eyed Peas",1159719,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
65,"Roses - Imanbek Remix","SAINt JHN",1150931,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
66,"Before You Go","Lewis Capaldi",1142870,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
67,"you broke me first","Tate McRae",1139973,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
68,"lovely (with Khalid)","Billie Eilish",1116963,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
69,"What’s Next",Drake,1106486,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
70,"Therefore I Am","Billie Eilish",1102036,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
71,"Another Love","Tom Odell",1090743,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
72,Whoopty,CJ,1085118,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
73,"WAP (feat. Megan Thee Stallion)","Cardi B",1082119,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
74,"Holy (feat. Chance The Rapper)","Justin Bieber",1070063,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
75,Circles,"Post Malone",1045772,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
76,Heather,"Conan Gray",1045703,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
77,Levitating,"Dua Lipa",1042135,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
78,"Martin & Gina","Polo G",1035330,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
79,"What You Know Bout Love","Pop Smoke",1028213,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
80,Reloj,"Rauw Alejandro",1011456,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
81,"Follow You","Imagine Dragons",1008774,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
82,You,Regard,1002642,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
83,Shallow,"Lady Gaga",993291,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
84,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",986511,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
85,"Slumber Party (feat. Princess Nokia)",Ashnikko,977905,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
86,"Prisoner (feat. Dua Lipa)","Miley Cyrus",976769,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
87,"Otra Noche Sin Ti","J Balvin",974477,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
88,Believer,"Imagine Dragons",968990,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
89,"bad guy","Billie Eilish",965473,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
90,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",962853,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
91,"Volta Bebê, Volta Neném","Dj Guuga",962137,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
92,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",959609,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
93,"Wasted Love (feat. Lagique)",Ofenbach,959413,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
94,Hawái,Maluma,959033,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
95,"Lonely (with benny blanco)","Justin Bieber",945959,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
96,Memories,"Maroon 5",941264,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
97,"Adore You","Harry Styles",935485,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
98,goosebumps,"Travis Scott",935172,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
99,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",933875,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
100,BICHOTA,"KAROL G",926071,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
101,"death bed (coffee for your head)",Powfu,924666,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
102,"Lucid Dreams","Juice WRLD",922455,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
103,"Say You Won't Let Go","James Arthur",919924,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
104,Señorita,"Shawn Mendes",919075,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
105,"Take Me To Church",Hozier,917349,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
106,"On The Ground",ROSÉ,911037,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
107,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",907456,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
108,"Shape of You","Ed Sheeran",897431,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
109,"Cloud 9","Beach Bunny",893326,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
110,"Breaking Me",Topic,883583,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
111,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",880663,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
112,Rasputin,Majestic,877168,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
113,Perfect,"Ed Sheeran",870129,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
114,"At My Worst","Pink Sweat$",860256,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
115,"La Nota","Manuel Turizo",858303,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
116,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",854715,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
117,Golden,"Harry Styles",850386,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
118,"Daddy Issues","The Neighbourhood",850278,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
119,"Travesuras - Remix","Nio Garcia",841245,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
120,HOLIDAY,"Lil Nas X",841142,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
121,"Disco Arranhado - Funk Remix",Malu,840733,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
122,Body,"Russ Millions",839673,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
123,"The Box","Roddy Ricch",836940,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
124,"TE MUDASTE","Bad Bunny",834917,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
125,"Just the Way You Are","Bruno Mars",833346,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
126,"Laugh Now Cry Later (feat. Lil Durk)",Drake,831839,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
127,"Savage Love (Laxed - Siren Beat)","Jawsh 685",831663,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
128,"As I Am (feat. Khalid)","Justin Bieber",831338,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
129,"The Nights",Avicii,830802,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
130,"Break My Heart","Dua Lipa",830773,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
131,"Dreams - 2004 Remaster","Fleetwood Mac",829409,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
132,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",829330,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
133,"All of Me","John Legend",826963,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
134,"7 rings","Ariana Grande",821581,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
135,"The Hills","The Weeknd",818839,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
136,Falling,"Harry Styles",816542,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
137,"Somebody That I Used To Know",Gotye,815718,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
138,"Bohemian Rhapsody - Remastered 2011",Queen,811925,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
139,"HIGHEST IN THE ROOM","Travis Scott",811870,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
140,"Machu Picchu",Camilo,811440,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
141,"No Te Enamores - Remix",Milly,810920,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
142,SugarCrash!,ElyOtto,809315,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
143,Aloha,Maluma,807615,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
144,"my ex's best friend (with blackbear)","Machine Gun Kelly",804495,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
145,"Liberdade (Quando o Grave Bate Forte)",Alok,802353,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
146,"Blueberry Faygo","Lil Mosey",801927,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
147,"Bubblegum Bitch",MARINA,799590,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
148,"Ride It",Regard,795372,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
149,"Do I Wanna Know?","Arctic Monkeys",794781,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
150,"Rain On Me (with Ariana Grande)","Lady Gaga",790615,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
151,"Life Is Good (feat. Drake)",Future,784953,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
152,"Wake Me Up",Avicii,779722,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
153,"If the World Was Ending - feat. Julia Michaels","JP Saxe",779168,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
154,Yellow,Coldplay,776671,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
155,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",776007,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
156,Dior,"Pop Smoke",774739,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
157,"Jocelyn Flores",XXXTENTACION,774633,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
158,Krvn,UZI,768652,https://open.spotify.com/track/4a1WLOoydq7u011UG9jjC9
159,"SICKO MODE","Travis Scott",765739,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
160,"everything i wanted","Billie Eilish",764898,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
161,Riptide,"Vance Joy",764369,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
162,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",761375,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
163,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",759925,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
164,"Counting Stars",OneRepublic,759632,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
165,"Another One Bites The Dust - Remastered 2011",Queen,750872,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
166,Closer,"The Chainsmokers",750438,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
167,"Every Breath You Take","The Police",749647,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
168,"Life Goes On",BTS,745906,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
169,Goosebumps,HVME,745749,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
170,"Put Your Records On","Ritt Momney",745501,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
171,"The Real Slim Shady",Eminem,744685,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
172,"Train Wreck","James Arthur",744414,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
173,"Wishing Well","Juice WRLD",741562,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
174,"Godzilla (feat. Juice WRLD)",Eminem,741244,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
175,"Mr. Brightside","The Killers",741091,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
176,"Smells Like Teen Spirit",Nirvana,740762,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
177,PROBLEMA,"Daddy Yankee",739335,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
178,"Come & Go (with Marshmello)","Juice WRLD",739204,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
179,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",736959,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
180,Robbery,"Juice WRLD",733846,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
181,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",731796,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
182,"when the party's over","Billie Eilish",730871,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
183,"Come Through (feat. Chris Brown)",H.E.R.,728967,https://open.spotify.com/track/3krZxyBsWEHfEfJegYaWTd
184,"Good Without","Mimi Webb",727271,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
185,Falling,"Trevor Daniel",721173,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
186,"When I Was Your Man","Bruno Mars",720369,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
187,"Shy Away","Twenty One Pilots",720201,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
188,"Mi Niña",Wisin,715261,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
189,SAD!,XXXTENTACION,714109,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
190,"In Your Eyes","The Weeknd",713102,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
191,"Film out",BTS,712295,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
192,"hot girl bummer",blackbear,711146,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
193,"All Girls Are The Same","Juice WRLD",711105,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
194,"Fan de Tus Fotos","Nicky Jam",708707,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
195,Freaks,"Surf Curse",707202,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
196,"Stressed Out","Twenty One Pilots",705543,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
197,"Something Just Like This","The Chainsmokers",704064,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
198,"Big Gangsta","Kevin Gates",704060,https://open.spotify.com/track/03ERnTvSV5fy8WAyvA4uNP
199,"Why'd You Only Call Me When You're High?","Arctic Monkeys",702451,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
200,"In the End","Linkin Park",701318,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
